,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1293836400.0,0.58,31943.0,59982.0,43.32,35.71,36.53,43.32,5.23,4.6394394,52.3076637,1.0
1,1293922800.0,0.37,31934.0,60046.0,40.48,29.7,34.5,40.48,5.99,4.6394394,52.3076637,1.0
2,1294009200.0,0.33,31922.0,60113.0,37.4,33.47,29.7,37.4,6.07,4.6394394,52.3076637,1.0
3,1294095600.0,0.54,31906.0,60182.0,36.97,31.55,33.07,36.97,6.09,4.6394394,52.3076637,1.0
4,1294182000.0,0.71,31887.0,60254.0,35.11,33.05,31.55,35.11,5.71,4.6394394,52.3076637,1.0
5,1294268400.0,0.9,31864.0,60329.0,41.72,34.1,36.2,41.72,2.88,4.6394394,52.3076637,1.0
6,1294354800.0,0.66,31838.0,60407.0,43.94,45.14,34.1,47.25,3.63,4.6394394,52.3076637,1.0
7,1294441200.0,0.57,31809.0,60486.0,50.98,37.34,40.03,50.98,5.85,4.6394394,52.3076637,1.0
8,1294527600.0,0.45,31777.0,60568.0,42.94,31.77,36.22,42.94,6.22,4.6394394,52.3076637,1.0
9,1294614000.0,0.62,31741.0,60653.0,39.87,32.53,31.48,39.87,5.27,4.6394394,52.3076637,1.0
10,1294700400.0,0.63,31703.0,60739.0,42.36,37.6,32.53,42.56,5.0,4.6394394,52.3076637,1.0
11,1294786800.0,0.72,31661.0,60828.0,45.76,45.67,37.6,46.08,4.46,4.6394394,52.3076637,1.0
12,1294873200.0,0.85,31616.0,60918.0,48.89,47.62,45.67,48.89,4.76,4.6394394,52.3076637,1.0
13,1294959600.0,0.72,31568.0,61011.0,49.49,44.4,45.56,49.68,5.27,4.6394394,52.3076637,1.0
14,1295046000.0,0.51,31517.0,61105.0,49.13,47.46,44.4,49.13,6.19,4.6394394,52.3076637,1.0
15,1295132400.0,0.59,31463.0,61201.0,54.15,47.13,47.46,54.15,6.22,4.6394394,52.3076637,1.0
16,1295218800.0,0.8,31406.0,61299.0,48.28,37.62,43.02,49.13,4.91,4.6394394,52.3076637,1.0
17,1295305200.0,0.7,31347.0,61398.0,42.6,38.78,37.62,42.6,5.24,4.6394394,52.3076637,1.0
18,1295391600.0,0.48,31284.0,61499.0,43.75,35.49,38.14,43.75,6.18,4.6394394,52.3076637,1.0
19,1295478000.0,0.35,31219.0,61601.0,41.41,30.37,33.86,41.41,6.22,4.6394394,52.3076637,1.0
20,1295564400.0,0.48,31151.0,61704.0,39.94,39.26,30.37,39.94,4.86,4.6394394,52.3076637,1.0
21,1295650800.0,0.71,31081.0,61809.0,43.27,37.85,37.85,43.27,6.04,4.6394394,52.3076637,1.0
22,1295737200.0,0.76,31008.0,61914.0,43.95,41.68,37.91,43.95,5.01,4.6394394,52.3076637,1.0
23,1295823600.0,0.67,30932.0,62021.0,44.25,41.37,41.39,44.25,5.87,4.6394394,52.3076637,1.0
24,1295910000.0,0.55,30854.0,62129.0,42.97,35.08,36.92,42.97,5.61,4.6394394,52.3076637,1.0
25,1295996400.0,0.46,30774.0,62237.0,39.46,33.7,34.47,39.46,6.19,4.6394394,52.3076637,1.0
26,1296082800.0,0.6,30691.0,62346.0,34.19,26.81,29.42,34.19,6.19,4.6394394,52.3076637,1.0
27,1296169200.0,0.73,30606.0,62456.0,33.13,25.47,26.81,33.13,0.0,4.6394394,52.3076637,1.0
28,1296255600.0,0.46,30519.0,62567.0,33.23,28.21,25.47,33.23,3.43,4.6394394,52.3076637,1.0
29,1296342000.0,0.71,30430.0,62678.0,34.57,30.54,28.21,34.57,4.07,4.6394394,52.3076637,1.0
30,1296428400.0,0.8,30338.0,62790.0,34.22,29.13,30.54,34.22,5.81,4.6394394,52.3076637,1.0
31,1296514800.0,0.95,30245.0,62903.0,37.3,38.27,29.13,39.42,2.25,4.6394394,52.3076637,2.0
