,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1388530800.0,0.64,31551.0,59961.0,47.14,46.96,40.98,48.91,6.11,5.5278266,51.7317098,1.0
1,1388617200.0,0.75,31543.0,60025.0,50.37,43.2,43.42,50.45,6.16,5.5278266,51.7317098,1.0
2,1388703600.0,0.75,31530.0,60091.0,53.92,42.93,43.2,53.92,6.03,5.5278266,51.7317098,1.0
3,1388790000.0,0.66,31515.0,60160.0,49.15,40.08,42.81,49.15,6.22,5.5278266,51.7317098,1.0
4,1388876400.0,0.66,31496.0,60232.0,45.79,41.48,39.15,46.33,6.16,5.5278266,51.7317098,1.0
5,1388962800.0,0.89,31474.0,60306.0,57.23,49.54,42.95,57.23,6.15,5.5278266,51.7317098,1.0
6,1389049200.0,0.62,31449.0,60383.0,54.22,46.95,49.54,54.22,6.22,5.5278266,51.7317098,1.0
7,1389135600.0,0.68,31420.0,60461.0,51.12,44.92,44.92,51.12,6.22,5.5278266,51.7317098,1.0
8,1389222000.0,0.82,31389.0,60543.0,53.54,39.2,43.97,53.54,6.15,5.5278266,51.7317098,1.0
9,1389308400.0,0.54,31354.0,60626.0,47.87,38.26,38.91,47.87,6.15,5.5278266,51.7317098,1.0
10,1389394800.0,0.75,31316.0,60711.0,45.04,31.85,37.46,45.04,5.34,5.5278266,51.7317098,1.0
11,1389481200.0,0.39,31275.0,60799.0,43.31,35.21,31.53,43.31,4.44,5.5278266,51.7317098,1.0
12,1389567600.0,0.64,31231.0,60888.0,49.81,37.75,35.21,49.81,6.18,5.5278266,51.7317098,1.0
13,1389654000.0,0.66,31184.0,60979.0,45.45,36.11,37.75,45.45,5.84,5.5278266,51.7317098,1.0
14,1389740400.0,0.91,31134.0,61072.0,41.71,41.71,36.11,42.71,5.53,5.5278266,51.7317098,1.0
15,1389826800.0,0.86,31082.0,61166.0,48.08,43.32,43.03,48.08,6.16,5.5278266,51.7317098,1.0
16,1389913200.0,0.82,31026.0,61262.0,48.93,42.8,44.0,48.93,6.1,5.5278266,51.7317098,1.0
17,1389999600.0,0.71,30968.0,61360.0,48.72,41.38,42.07,48.72,6.22,5.5278266,51.7317098,1.0
18,1390086000.0,0.84,30907.0,61459.0,46.03,40.76,40.43,46.03,6.16,5.5278266,51.7317098,1.0
19,1390172400.0,0.92,30843.0,61559.0,40.96,36.3,36.62,42.89,3.33,5.5278266,51.7317098,1.0
20,1390258800.0,0.94,30777.0,61661.0,41.57,36.42,36.3,41.57,3.05,5.5278266,51.7317098,1.0
21,1390345200.0,0.84,30708.0,61763.0,40.9,33.15,35.6,40.9,5.1,5.5278266,51.7317098,1.0
22,1390431600.0,0.85,30637.0,61867.0,41.18,35.93,33.15,41.18,3.93,5.5278266,51.7317098,1.0
23,1390518000.0,0.84,30563.0,61971.0,42.99,35.68,35.93,42.99,5.25,5.5278266,51.7317098,1.0
24,1390604400.0,0.89,30486.0,62077.0,41.46,40.01,35.68,41.46,4.76,5.5278266,51.7317098,1.0
25,1390690800.0,0.78,30408.0,62183.0,43.16,36.72,39.48,43.16,5.93,5.5278266,51.7317098,1.0
26,1390777200.0,0.7,30327.0,62291.0,40.1,37.2,36.18,42.78,6.21,5.5278266,51.7317098,1.0
27,1390863600.0,0.66,30244.0,62398.0,44.74,33.13,37.17,44.74,6.22,5.5278266,51.7317098,1.0
28,1390950000.0,0.61,30158.0,62507.0,37.39,31.07,31.07,37.64,5.63,5.5278266,51.7317098,1.0
