,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude
0,1514761200.0,0.85,31578.0,59698.0,45.79,40.07,41.99,48.7,5.98,6.0221493,52.2132321
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0221493,52.2132321
