,Date,Generated,Efficiency,Number_of_panels,Max_power,System_size,Number_of_inverters,Inverter_size,Postcode,Install_date,Tilt
0,1325372400.0,0.739,0.168,21,210,4410,1,4000,3994,1252447200.0,12.0
1,1325458800.0,3.880,0.880,21,210,4410,1,4000,3994,1252447200.0,12.0
2,1325545200.0,0.632,0.143,21,210,4410,1,4000,3994,1252447200.0,12.0
3,1325631600.0,2.328,0.528,21,210,4410,1,4000,3994,1252447200.0,12.0
4,1325718000.0,2.387,0.541,21,210,4410,1,4000,3994,1252447200.0,12.0
5,1325804400.0,2.816,0.639,21,210,4410,1,4000,3994,1252447200.0,12.0
6,1325890800.0,1.703,0.386,21,210,4410,1,4000,3994,1252447200.0,12.0
7,1325977200.0,1.309,0.297,21,210,4410,1,4000,3994,1252447200.0,12.0
8,1326063600.0,1.368,0.310,21,210,4410,1,4000,3994,1252447200.0,12.0
9,1326150000.0,3.265,0.740,21,210,4410,1,4000,3994,1252447200.0,12.0
10,1326236400.0,0.957,0.217,21,210,4410,1,4000,3994,1252447200.0,12.0
11,1326322800.0,1.183,0.268,21,210,4410,1,4000,3994,1252447200.0,12.0
12,1326409200.0,5.500,1.247,21,210,4410,1,4000,3994,1252447200.0,12.0
13,1326495600.0,5.363,1.216,21,210,4410,1,4000,3994,1252447200.0,12.0
14,1326582000.0,6.052,1.372,21,210,4410,1,4000,3994,1252447200.0,12.0
15,1326668400.0,7.187,1.630,21,210,4410,1,4000,3994,1252447200.0,12.0
16,1326754800.0,6.979,1.583,21,210,4410,1,4000,3994,1252447200.0,12.0
17,1326841200.0,1.541,0.349,21,210,4410,1,4000,3994,1252447200.0,12.0
18,1326927600.0,1.463,0.332,21,210,4410,1,4000,3994,1252447200.0,12.0
19,1327014000.0,3.606,0.818,21,210,4410,1,4000,3994,1252447200.0,12.0
20,1327100400.0,1.637,0.371,21,210,4410,1,4000,3994,1252447200.0,12.0
21,1327186800.0,2.300,0.522,21,210,4410,1,4000,3994,1252447200.0,12.0
22,1327273200.0,3.695,0.838,21,210,4410,1,4000,3994,1252447200.0,12.0
23,1327359600.0,2.405,0.545,21,210,4410,1,4000,3994,1252447200.0,12.0
24,1327446000.0,2.287,0.519,21,210,4410,1,4000,3994,1252447200.0,12.0
25,1327532400.0,0.752,0.171,21,210,4410,1,4000,3994,1252447200.0,12.0
26,1327618800.0,7.472,1.694,21,210,4410,1,4000,3994,1252447200.0,12.0
27,1327705200.0,8.746,1.983,21,210,4410,1,4000,3994,1252447200.0,12.0
28,1327791600.0,1.669,0.378,21,210,4410,1,4000,3994,1252447200.0,12.0
29,1327878000.0,0.196,0.044,21,210,4410,1,4000,3994,1252447200.0,12.0
30,1327964400.0,9.388,2.129,21,210,4410,1,4000,3994,1252447200.0,12.0
31,1328050800.0,11.437,2.593,21,210,4410,1,4000,3994,1252447200.0,12.0
32,1328137200.0,11.800,2.676,21,210,4410,1,4000,3994,1252447200.0,12.0
33,1328223600.0,1.277,0.290,21,210,4410,1,4000,3994,1252447200.0,12.0
34,1328310000.0,11.021,2.499,21,210,4410,1,4000,3994,1252447200.0,12.0
35,1328396400.0,9.726,2.205,21,210,4410,1,4000,3994,1252447200.0,12.0
36,1328482800.0,12.072,2.737,21,210,4410,1,4000,3994,1252447200.0,12.0
37,1328569200.0,11.151,2.529,21,210,4410,1,4000,3994,1252447200.0,12.0
38,1328655600.0,8.585,1.947,21,210,4410,1,4000,3994,1252447200.0,12.0
39,1328742000.0,3.067,0.695,21,210,4410,1,4000,3994,1252447200.0,12.0
40,1328828400.0,12.487,2.832,21,210,4410,1,4000,3994,1252447200.0,12.0
41,1328914800.0,13.036,2.956,21,210,4410,1,4000,3994,1252447200.0,12.0
42,1329001200.0,3.656,0.829,21,210,4410,1,4000,3994,1252447200.0,12.0
43,1329087600.0,4.540,1.029,21,210,4410,1,4000,3994,1252447200.0,12.0
44,1329174000.0,3.929,0.891,21,210,4410,1,4000,3994,1252447200.0,12.0
45,1329260400.0,3.171,0.719,21,210,4410,1,4000,3994,1252447200.0,12.0
46,1329346800.0,3.823,0.867,21,210,4410,1,4000,3994,1252447200.0,12.0
47,1329433200.0,5.600,1.270,21,210,4410,1,4000,3994,1252447200.0,12.0
48,1329519600.0,2.081,0.472,21,210,4410,1,4000,3994,1252447200.0,12.0
49,1329606000.0,9.561,2.168,21,210,4410,1,4000,3994,1252447200.0,12.0
50,1329692400.0,13.985,3.171,21,210,4410,1,4000,3994,1252447200.0,12.0
51,1329778800.0,7.916,1.795,21,210,4410,1,4000,3994,1252447200.0,12.0
52,1329865200.0,8.209,1.861,21,210,4410,1,4000,3994,1252447200.0,12.0
53,1329951600.0,6.174,1.400,21,210,4410,1,4000,3994,1252447200.0,12.0
