,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1262300400.0,0.47,31941.0,59998.0,34.06,23.55,23.82,34.06,6.15,4.6394394,52.3076637,1.0
1,1262386800.0,0.65,31932.0,60062.0,34.96,22.96,23.55,34.96,5.31,4.6394394,52.3076637,1.0
2,1262473200.0,0.46,31918.0,60130.0,31.61,24.18,22.96,31.61,5.75,4.6394394,52.3076637,1.0
3,1262559600.0,0.68,31902.0,60200.0,33.89,31.78,24.75,33.89,3.01,4.6394394,52.3076637,1.0
4,1262646000.0,0.49,31882.0,60272.0,36.1,27.01,30.74,36.1,5.48,4.6394394,52.3076637,1.0
5,1262732400.0,0.42,31858.0,60348.0,33.05,26.06,26.5,33.05,3.42,4.6394394,52.3076637,1.0
6,1262818800.0,0.54,31832.0,60426.0,28.69,17.05,20.21,28.69,3.15,4.6394394,52.3076637,1.0
7,1262905200.0,0.68,31802.0,60506.0,24.96,22.39,17.05,25.37,2.81,4.6394394,52.3076637,1.0
8,1262991600.0,0.68,31769.0,60589.0,31.64,30.14,23.92,31.64,5.48,4.6394394,52.3076637,1.0
9,1263078000.0,0.81,31732.0,60674.0,32.57,31.3,30.96,32.57,5.41,4.6394394,52.3076637,1.0
10,1263164400.0,0.87,31693.0,60761.0,32.14,30.32,31.08,32.14,5.93,4.6394394,52.3076637,1.0
11,1263250800.0,0.83,31650.0,60850.0,31.67,23.04,27.62,31.67,4.12,4.6394394,52.3076637,1.0
12,1263337200.0,0.82,31605.0,60941.0,28.34,28.52,23.04,29.16,4.65,4.6394394,52.3076637,1.0
13,1263423600.0,0.65,31556.0,61034.0,38.13,30.22,29.34,38.13,3.02,4.6394394,52.3076637,1.0
14,1263510000.0,0.93,31504.0,61128.0,35.63,33.94,30.39,35.63,2.83,4.6394394,52.3076637,1.0
15,1263596400.0,0.84,31450.0,61225.0,35.42,32.88,32.88,35.42,3.56,4.6394394,52.3076637,1.0
16,1263682800.0,0.79,31392.0,61323.0,43.65,35.77,33.6,43.65,3.9,4.6394394,52.3076637,1.0
17,1263769200.0,0.77,31332.0,61422.0,41.35,40.09,35.77,41.85,2.69,4.6394394,52.3076637,1.0
18,1263855600.0,0.84,31269.0,61523.0,41.73,34.25,35.0,41.73,3.18,4.6394394,52.3076637,1.0
19,1263942000.0,0.69,31203.0,61626.0,39.36,34.18,34.25,39.36,2.98,4.6394394,52.3076637,1.0
20,1264028400.0,0.9,31135.0,61729.0,38.01,34.74,34.18,38.01,4.77,4.6394394,52.3076637,1.0
21,1264114800.0,0.72,31063.0,61834.0,41.22,35.17,34.74,41.22,4.23,4.6394394,52.3076637,1.0
22,1264201200.0,0.76,30990.0,61940.0,37.24,30.93,32.18,37.24,3.38,4.6394394,52.3076637,1.0
23,1264287600.0,0.91,30914.0,62047.0,32.73,28.99,30.93,32.73,1.41,4.6394394,52.3076637,1.0
24,1264374000.0,0.87,30835.0,62155.0,29.15,16.99,21.62,31.44,1.91,4.6394394,52.3076637,1.0
25,1264460400.0,0.63,30754.0,62264.0,26.06,17.24,16.9,26.06,3.3,4.6394394,52.3076637,1.0
26,1264546800.0,0.8,30671.0,62373.0,38.35,38.33,17.24,40.9,3.56,4.6394394,52.3076637,1.0
27,1264633200.0,0.53,30586.0,62483.0,40.77,36.59,36.86,40.77,6.2,4.6394394,52.3076637,1.0
28,1264719600.0,0.64,30498.0,62594.0,40.11,29.51,33.97,40.11,5.87,4.6394394,52.3076637,1.0
29,1264806000.0,0.49,30408.0,62706.0,35.28,33.86,29.22,35.64,5.27,4.6394394,52.3076637,1.0
30,1264892400.0,0.42,30316.0,62818.0,38.23,32.92,33.78,38.23,6.29,4.6394394,52.3076637,1.0
31,1264978800.0,0.48,30222.0,62930.0,38.27,29.99,29.99,38.27,5.78,4.6394394,52.3076637,2.0
32,1265065200.0,0.72,30126.0,63043.0,41.91,35.1,31.81,41.91,5.57,4.6394394,52.3076637,2.0
