,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1356994800.0,0.76,31550.0,59977.0,46.54,38.65,39.68,47.76,5.88,5.5278266,51.7317098,1.0
1,1357081200.0,0.73,31540.0,60041.0,46.3,44.41,38.31,46.3,5.86,5.5278266,51.7317098,1.0
2,1357167600.0,0.95,31527.0,60108.0,51.21,48.98,44.45,51.21,3.1,5.5278266,51.7317098,1.0
3,1357254000.0,0.95,31511.0,60178.0,49.26,46.23,46.97,49.99,2.31,5.5278266,51.7317098,1.0
4,1357340400.0,0.91,31491.0,60250.0,47.23,45.11,45.12,47.23,2.65,5.5278266,51.7317098,1.0
5,1357426800.0,0.92,31468.0,60325.0,49.03,45.82,45.11,49.03,3.36,5.5278266,51.7317098,1.0
6,1357513200.0,0.95,31442.0,60402.0,47.33,42.85,44.12,47.33,2.96,5.5278266,51.7317098,1.0
7,1357599600.0,0.96,31413.0,60481.0,46.09,42.25,42.85,46.09,4.51,5.5278266,51.7317098,1.0
8,1357686000.0,0.95,31381.0,60563.0,43.9,40.23,41.9,44.08,3.52,5.5278266,51.7317098,1.0
9,1357772400.0,0.88,31345.0,60646.0,45.44,29.43,39.37,45.44,5.84,5.5278266,51.7317098,1.0
10,1357858800.0,0.8,31307.0,60732.0,37.45,30.34,29.43,37.45,5.46,5.5278266,51.7317098,1.0
11,1357945200.0,0.66,31265.0,60820.0,36.18,25.13,29.42,36.18,6.03,5.5278266,51.7317098,1.0
12,1358031600.0,0.73,31220.0,60910.0,33.21,24.55,24.9,33.21,6.19,5.5278266,51.7317098,1.0
13,1358118000.0,0.84,31173.0,61001.0,28.54,27.01,24.36,28.54,5.18,5.5278266,51.7317098,1.0
14,1358204400.0,0.85,31122.0,61095.0,28.24,17.39,26.37,28.42,2.98,5.5278266,51.7317098,1.0
15,1358290800.0,0.73,31069.0,61190.0,23.87,20.69,17.39,25.4,2.78,5.5278266,51.7317098,1.0
16,1358377200.0,0.95,31012.0,61286.0,25.24,24.19,20.69,25.24,1.69,5.5278266,51.7317098,1.0
17,1358463600.0,0.92,30953.0,61384.0,31.57,25.88,25.35,31.57,4.01,5.5278266,51.7317098,1.0
18,1358550000.0,0.95,30892.0,61483.0,26.0,22.29,23.89,28.89,6.18,5.5278266,51.7317098,1.0
19,1358636400.0,0.88,30827.0,61584.0,26.57,27.09,22.29,28.39,4.22,5.5278266,51.7317098,1.0
20,1358722800.0,0.91,30761.0,61685.0,31.67,26.98,28.23,31.67,2.01,5.5278266,51.7317098,1.0
21,1358809200.0,0.81,30691.0,61788.0,30.24,18.45,21.0,30.24,3.13,5.5278266,51.7317098,1.0
22,1358895600.0,0.87,30619.0,61892.0,27.64,23.71,18.45,27.64,2.87,5.5278266,51.7317098,1.0
23,1358982000.0,0.87,30545.0,61997.0,30.34,19.89,23.71,30.34,5.24,5.5278266,51.7317098,1.0
24,1359068400.0,0.89,30468.0,62103.0,28.25,24.64,19.27,28.25,4.02,5.5278266,51.7317098,1.0
25,1359154800.0,0.92,30389.0,62209.0,32.39,32.4,24.64,33.31,4.48,5.5278266,51.7317098,1.0
26,1359241200.0,0.87,30307.0,62317.0,41.6,36.28,33.87,41.6,5.5,5.5278266,51.7317098,1.0
27,1359327600.0,0.7,30223.0,62425.0,44.58,41.85,36.28,44.58,6.06,5.5278266,51.7317098,1.0
28,1359414000.0,0.92,30137.0,62533.0,52.85,53.19,44.58,54.39,4.47,5.5278266,51.7317098,1.0
29,1359500400.0,0.79,30049.0,62643.0,54.85,44.14,47.74,56.01,5.8,5.5278266,51.7317098,1.0
30,1359586800.0,0.74,29959.0,62752.0,48.53,44.09,44.07,48.53,6.17,5.5278266,51.7317098,1.0
31,1359673200.0,0.79,29867.0,62862.0,45.12,37.24,37.31,45.56,5.65,5.5278266,51.7317098,2.0
32,1359759600.0,0.72,29773.0,62973.0,42.33,35.42,35.7,42.33,5.47,5.5278266,51.7317098,2.0
33,1359846000.0,0.85,29677.0,63083.0,41.39,42.62,35.42,43.84,5.45,5.5278266,51.7317098,2.0
34,1359932400.0,0.88,29579.0,63194.0,49.72,37.01,43.9,49.72,5.14,5.5278266,51.7317098,2.0
35,1360018800.0,0.75,29479.0,63306.0,39.64,32.89,33.9,43.67,6.09,5.5278266,51.7317098,2.0
36,1360105200.0,0.74,29378.0,63417.0,40.61,34.39,32.89,40.61,4.77,5.5278266,51.7317098,2.0
37,1360191600.0,0.69,29274.0,63528.0,39.24,33.25,33.53,39.24,6.13,5.5278266,51.7317098,2.0
38,1360278000.0,0.8,29169.0,63640.0,38.62,28.25,31.29,38.62,4.89,5.5278266,51.7317098,2.0
39,1360364400.0,0.83,29063.0,63751.0,34.4,30.24,28.25,34.4,3.61,5.5278266,51.7317098,2.0
40,1360450800.0,0.66,28955.0,63863.0,35.56,27.87,29.87,35.56,5.58,5.5278266,51.7317098,2.0
41,1360537200.0,0.79,28845.0,63974.0,33.28,27.41,27.87,33.28,6.18,5.5278266,51.7317098,2.0
42,1360623600.0,0.78,28733.0,64086.0,32.54,29.49,27.41,32.54,5.34,5.5278266,51.7317098,2.0
43,1360710000.0,0.68,28621.0,64197.0,35.87,27.96,28.8,35.87,5.16,5.5278266,51.7317098,2.0
44,1360796400.0,0.78,28507.0,64308.0,32.07,32.49,27.96,33.51,4.0,5.5278266,51.7317098,2.0
45,1360882800.0,0.96,28391.0,64419.0,43.5,38.04,33.47,43.5,1.92,5.5278266,51.7317098,2.0
46,1360969200.0,0.92,28274.0,64529.0,45.54,36.37,38.04,45.54,2.81,5.5278266,51.7317098,2.0
47,1361055600.0,0.78,28156.0,64640.0,42.8,29.7,33.77,42.8,2.87,5.5278266,51.7317098,2.0
48,1361142000.0,0.58,28037.0,64750.0,44.51,31.98,29.7,44.51,4.04,5.5278266,51.7317098,2.0
49,1361228400.0,0.83,27916.0,64860.0,41.75,29.1,31.98,41.75,3.37,5.5278266,51.7317098,2.0
50,1361314800.0,0.67,27794.0,64970.0,35.55,27.12,29.02,35.77,6.21,5.5278266,51.7317098,2.0
51,1361401200.0,0.79,27671.0,65079.0,34.56,26.49,27.12,34.56,6.22,5.5278266,51.7317098,2.0
52,1361487600.0,0.8,27547.0,65188.0,31.59,24.44,26.49,31.59,6.17,5.5278266,51.7317098,2.0
53,1361574000.0,0.83,27422.0,65297.0,33.41,30.36,24.44,33.41,5.34,5.5278266,51.7317098,2.0
54,1361660400.0,0.87,27296.0,65405.0,33.46,32.93,30.36,33.46,3.19,5.5278266,51.7317098,2.0
55,1361746800.0,0.96,27169.0,65514.0,36.21,35.24,33.48,36.21,2.08,5.5278266,51.7317098,2.0
56,1361833200.0,0.94,27042.0,65621.0,41.61,33.0,35.61,41.61,2.11,5.5278266,51.7317098,2.0
57,1361919600.0,0.96,26913.0,65729.0,34.76,33.78,33.0,35.94,3.64,5.5278266,51.7317098,2.0
58,1362006000.0,0.92,26783.0,65836.0,39.17,34.1,33.78,39.17,3.89,5.5278266,51.7317098,2.0
59,1362092400.0,0.95,26653.0,65943.0,40.68,35.81,36.01,40.68,4.55,5.5278266,51.7317098,3.0
60,1362178800.0,0.96,26522.0,66049.0,39.67,35.83,35.81,39.67,6.22,5.5278266,51.7317098,3.0
61,1362265200.0,0.96,26390.0,66155.0,42.74,31.6,35.83,42.74,5.76,5.5278266,51.7317098,3.0
62,1362351600.0,0.47,26257.0,66261.0,53.21,36.18,31.6,53.21,5.84,5.5278266,51.7317098,3.0
63,1362438000.0,0.5,26124.0,66366.0,62.29,43.04,36.18,62.29,6.22,5.5278266,51.7317098,3.0
64,1362524400.0,0.94,25990.0,66472.0,63.17,44.89,43.04,63.17,6.22,5.5278266,51.7317098,3.0
65,1362610800.0,0.89,25855.0,66576.0,54.95,46.65,44.89,54.95,5.91,5.5278266,51.7317098,3.0
66,1362697200.0,0.82,25720.0,66681.0,57.6,44.46,46.65,57.6,3.0,5.5278266,51.7317098,3.0
67,1362783600.0,0.94,25585.0,66785.0,45.09,33.07,39.05,46.75,3.34,5.5278266,51.7317098,3.0
68,1362870000.0,0.95,25449.0,66889.0,33.64,28.08,30.48,38.39,5.4,5.5278266,51.7317098,3.0
69,1362956400.0,0.9,25312.0,66993.0,29.5,25.7,27.58,30.21,5.54,5.5278266,51.7317098,3.0
70,1363042800.0,0.66,25175.0,67096.0,31.74,18.47,24.83,31.74,5.61,5.5278266,51.7317098,3.0
71,1363129200.0,0.65,25038.0,67199.0,38.47,27.08,18.47,38.47,5.73,5.5278266,51.7317098,3.0
72,1363215600.0,0.57,24900.0,67302.0,37.86,23.76,26.31,37.86,5.64,5.5278266,51.7317098,3.0
