,Date,Generated,Efficiency,Number_of_panels,Max_power,System_size,Number_of_inverters,Inverter_size,Postcode,Install_date,Tilt
0,1262300400.0,0.670,1.175,3,190,570,1,600,2134,1204758000.0,45.0
1,1262386800.0,0.670,1.175,3,190,570,1,600,2134,1204758000.0,45.0
2,1262473200.0,0.670,1.175,3,190,570,1,600,2134,1204758000.0,45.0
3,1262559600.0,0.670,1.175,3,190,570,1,600,2134,1204758000.0,45.0
4,1262646000.0,0.670,1.175,3,190,570,1,600,2134,1204758000.0,45.0
5,1262732400.0,0.350,0.614,3,190,570,1,600,2134,1204758000.0,45.0
6,1262818800.0,0.350,0.614,3,190,570,1,600,2134,1204758000.0,45.0
7,1262905200.0,0.350,0.614,3,190,570,1,600,2134,1204758000.0,45.0
8,1262991600.0,0.350,0.614,3,190,570,1,600,2134,1204758000.0,45.0
9,1263078000.0,0.350,0.614,3,190,570,1,600,2134,1204758000.0,45.0
10,1263164400.0,0.350,0.614,3,190,570,1,600,2134,1204758000.0,45.0
11,1263250800.0,0.350,0.614,3,190,570,1,600,2134,1204758000.0,45.0
12,1263337200.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
13,1263423600.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
14,1263510000.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
15,1263596400.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
16,1263682800.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
17,1263769200.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
18,1263855600.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
19,1263942000.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
20,1264028400.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
21,1264114800.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
22,1264201200.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
23,1264287600.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
24,1264374000.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
25,1264460400.0,0.480,0.842,3,190,570,1,600,2134,1204758000.0,45.0
26,1264546800.0,0.980,1.719,3,190,570,1,600,2134,1204758000.0,45.0
27,1264633200.0,0.980,1.719,3,190,570,1,600,2134,1204758000.0,45.0
28,1264719600.0,0.980,1.719,3,190,570,1,600,2134,1204758000.0,45.0
29,1264806000.0,0.980,1.719,3,190,570,1,600,2134,1204758000.0,45.0
30,1264892400.0,0.980,1.719,3,190,570,1,600,2134,1204758000.0,45.0
31,1264978800.0,0.980,1.719,3,190,570,1,600,2134,1204758000.0,45.0
32,1265065200.0,0.980,1.719,3,190,570,1,600,2134,1204758000.0,45.0
33,1265151600.0,0.620,1.088,3,190,570,1,600,2134,1204758000.0,45.0
34,1265238000.0,0.620,1.088,3,190,570,1,600,2134,1204758000.0,45.0
35,1265324400.0,0.620,1.088,3,190,570,1,600,2134,1204758000.0,45.0
36,1265410800.0,0.620,1.088,3,190,570,1,600,2134,1204758000.0,45.0
37,1265497200.0,0.620,1.088,3,190,570,1,600,2134,1204758000.0,45.0
38,1265583600.0,0.620,1.088,3,190,570,1,600,2134,1204758000.0,45.0
39,1265670000.0,0.620,1.088,3,190,570,1,600,2134,1204758000.0,45.0
40,1265756400.0,0.790,1.386,3,190,570,1,600,2134,1204758000.0,45.0
41,1265842800.0,0.790,1.386,3,190,570,1,600,2134,1204758000.0,45.0
42,1265929200.0,0.790,1.386,3,190,570,1,600,2134,1204758000.0,45.0
43,1266015600.0,0.790,1.386,3,190,570,1,600,2134,1204758000.0,45.0
44,1266102000.0,0.790,1.386,3,190,570,1,600,2134,1204758000.0,45.0
45,1266188400.0,0.790,1.386,3,190,570,1,600,2134,1204758000.0,45.0
46,1266274800.0,0.790,1.386,3,190,570,1,600,2134,1204758000.0,45.0
47,1266361200.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
48,1266447600.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
49,1266534000.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
50,1266620400.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
51,1266706800.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
52,1266793200.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
53,1266879600.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
54,1266966000.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
55,1267052400.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
56,1267138800.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
57,1267225200.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
58,1267311600.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
59,1267398000.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
60,1267484400.0,0.860,1.509,3,190,570,1,600,2134,1204758000.0,45.0
61,1267570800.0,2.060,3.614,3,190,570,1,600,2134,1204758000.0,45.0
62,1267657200.0,2.060,3.614,3,190,570,1,600,2134,1204758000.0,45.0
63,1267743600.0,2.060,3.614,3,190,570,1,600,2134,1204758000.0,45.0
64,1267830000.0,2.060,3.614,3,190,570,1,600,2134,1204758000.0,45.0
65,1267916400.0,2.060,3.614,3,190,570,1,600,2134,1204758000.0,45.0
66,1268002800.0,2.060,3.614,3,190,570,1,600,2134,1204758000.0,45.0
67,1268089200.0,2.060,3.614,3,190,570,1,600,2134,1204758000.0,45.0
68,1268175600.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
69,1268262000.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
70,1268348400.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
71,1268434800.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
72,1268521200.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
73,1268607600.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
74,1268694000.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
75,1268780400.0,1.690,2.965,3,190,570,1,600,2134,1204758000.0,45.0
76,1268866800.0,1.690,2.965,3,190,570,1,600,2134,1204758000.0,45.0
77,1268953200.0,1.690,2.965,3,190,570,1,600,2134,1204758000.0,45.0
78,1269039600.0,1.690,2.965,3,190,570,1,600,2134,1204758000.0,45.0
79,1269126000.0,1.690,2.965,3,190,570,1,600,2134,1204758000.0,45.0
80,1269212400.0,1.690,2.965,3,190,570,1,600,2134,1204758000.0,45.0
81,1269298800.0,1.690,2.965,3,190,570,1,600,2134,1204758000.0,45.0
82,1269385200.0,1.480,2.596,3,190,570,1,600,2134,1204758000.0,45.0
83,1269471600.0,1.480,2.596,3,190,570,1,600,2134,1204758000.0,45.0
84,1269558000.0,1.480,2.596,3,190,570,1,600,2134,1204758000.0,45.0
85,1269644400.0,1.480,2.596,3,190,570,1,600,2134,1204758000.0,45.0
86,1269730800.0,1.480,2.596,3,190,570,1,600,2134,1204758000.0,45.0
87,1269813600.0,1.480,2.596,3,190,570,1,600,2134,1204758000.0,45.0
88,1269900000.0,1.480,2.596,3,190,570,1,600,2134,1204758000.0,45.0
89,1269986400.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
90,1270072800.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
91,1270159200.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
92,1270245600.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
93,1270332000.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
94,1270418400.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
95,1270504800.0,1.220,2.140,3,190,570,1,600,2134,1204758000.0,45.0
96,1270591200.0,2.490,4.368,3,190,570,1,600,2134,1204758000.0,45.0
97,1270677600.0,2.490,4.368,3,190,570,1,600,2134,1204758000.0,45.0
98,1270764000.0,2.490,4.368,3,190,570,1,600,2134,1204758000.0,45.0
99,1270850400.0,2.490,4.368,3,190,570,1,600,2134,1204758000.0,45.0
100,1270936800.0,2.490,4.368,3,190,570,1,600,2134,1204758000.0,45.0
101,1271023200.0,2.490,4.368,3,190,570,1,600,2134,1204758000.0,45.0
102,1271109600.0,2.490,4.368,3,190,570,1,600,2134,1204758000.0,45.0
103,1271196000.0,2.990,5.246,3,190,570,1,600,2134,1204758000.0,45.0
104,1271282400.0,2.990,5.246,3,190,570,1,600,2134,1204758000.0,45.0
105,1271368800.0,2.990,5.246,3,190,570,1,600,2134,1204758000.0,45.0
106,1271455200.0,2.990,5.246,3,190,570,1,600,2134,1204758000.0,45.0
107,1271541600.0,2.990,5.246,3,190,570,1,600,2134,1204758000.0,45.0
108,1271628000.0,2.990,5.246,3,190,570,1,600,2134,1204758000.0,45.0
109,1271714400.0,2.990,5.246,3,190,570,1,600,2134,1204758000.0,45.0
110,1271800800.0,2.990,5.246,3,190,570,1,600,2134,1204758000.0,45.0
111,1271887200.0,2.580,4.526,3,190,570,1,600,2134,1204758000.0,45.0
112,1271973600.0,2.580,4.526,3,190,570,1,600,2134,1204758000.0,45.0
113,1272060000.0,2.580,4.526,3,190,570,1,600,2134,1204758000.0,45.0
114,1272146400.0,2.580,4.526,3,190,570,1,600,2134,1204758000.0,45.0
115,1272232800.0,2.580,4.526,3,190,570,1,600,2134,1204758000.0,45.0
116,1272319200.0,2.580,4.526,3,190,570,1,600,2134,1204758000.0,45.0
117,1272405600.0,2.170,3.807,3,190,570,1,600,2134,1204758000.0,45.0
118,1272492000.0,2.170,3.807,3,190,570,1,600,2134,1204758000.0,45.0
119,1272578400.0,2.170,3.807,3,190,570,1,600,2134,1204758000.0,45.0
120,1272664800.0,2.170,3.807,3,190,570,1,600,2134,1204758000.0,45.0
121,1272751200.0,2.170,3.807,3,190,570,1,600,2134,1204758000.0,45.0
122,1272837600.0,2.170,3.807,3,190,570,1,600,2134,1204758000.0,45.0
123,1272924000.0,2.170,3.807,3,190,570,1,600,2134,1204758000.0,45.0
124,1273010400.0,1.490,2.614,3,190,570,1,600,2134,1204758000.0,45.0
125,1273096800.0,1.490,2.614,3,190,570,1,600,2134,1204758000.0,45.0
126,1273183200.0,1.490,2.614,3,190,570,1,600,2134,1204758000.0,45.0
127,1273269600.0,1.490,2.614,3,190,570,1,600,2134,1204758000.0,45.0
128,1273356000.0,1.490,2.614,3,190,570,1,600,2134,1204758000.0,45.0
129,1273442400.0,1.490,2.614,3,190,570,1,600,2134,1204758000.0,45.0
130,1273528800.0,1.490,2.614,3,190,570,1,600,2134,1204758000.0,45.0
131,1273615200.0,2.160,3.789,3,190,570,1,600,2134,1204758000.0,45.0
132,1273701600.0,2.160,3.789,3,190,570,1,600,2134,1204758000.0,45.0
133,1273788000.0,2.160,3.789,3,190,570,1,600,2134,1204758000.0,45.0
134,1273874400.0,2.160,3.789,3,190,570,1,600,2134,1204758000.0,45.0
135,1273960800.0,2.160,3.789,3,190,570,1,600,2134,1204758000.0,45.0
136,1274047200.0,2.160,3.789,3,190,570,1,600,2134,1204758000.0,45.0
137,1274133600.0,2.160,3.789,3,190,570,1,600,2134,1204758000.0,45.0
138,1274220000.0,2.440,4.281,3,190,570,1,600,2134,1204758000.0,45.0
