,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1356994800.0,0.7,31459.0,60103.0,46.13,38.39,38.98,47.4,5.91,5.4530079,51.3646743,1.0
1,1357081200.0,0.73,31450.0,60167.0,46.22,43.89,38.03,46.22,5.96,5.4530079,51.3646743,1.0
2,1357167600.0,0.95,31438.0,60233.0,50.94,48.9,44.23,50.94,3.02,5.4530079,51.3646743,1.0
3,1357254000.0,0.94,31422.0,60302.0,49.34,45.79,46.6,50.42,1.99,5.4530079,51.3646743,1.0
4,1357340400.0,0.91,31403.0,60374.0,46.89,44.75,44.77,46.89,2.28,5.4530079,51.3646743,1.0
5,1357426800.0,0.92,31381.0,60448.0,49.25,46.1,44.75,49.25,3.11,5.4530079,51.3646743,1.0
6,1357513200.0,0.93,31356.0,60524.0,47.81,42.8,44.35,47.81,3.36,5.4530079,51.3646743,1.0
7,1357599600.0,0.94,31328.0,60602.0,45.77,42.03,42.8,45.77,5.01,5.4530079,51.3646743,1.0
8,1357686000.0,0.94,31296.0,60683.0,43.05,39.65,40.94,43.55,3.83,5.4530079,51.3646743,1.0
9,1357772400.0,0.84,31262.0,60766.0,44.73,28.83,39.38,44.73,5.59,5.4530079,51.3646743,1.0
10,1357858800.0,0.54,31224.0,60850.0,36.71,26.8,28.37,39.62,5.12,5.4530079,51.3646743,1.0
11,1357945200.0,0.55,31184.0,60937.0,36.44,26.26,26.8,36.44,6.03,5.4530079,51.3646743,1.0
12,1358031600.0,0.69,31140.0,61026.0,33.17,25.48,25.78,33.17,6.14,5.4530079,51.3646743,1.0
13,1358118000.0,0.83,31094.0,61116.0,29.06,26.77,25.3,29.06,4.83,5.4530079,51.3646743,1.0
14,1358204400.0,0.88,31044.0,61208.0,29.71,16.5,26.3,29.71,2.78,5.4530079,51.3646743,1.0
15,1358290800.0,0.71,30992.0,61302.0,24.79,21.21,15.79,26.05,2.81,5.4530079,51.3646743,1.0
16,1358377200.0,0.97,30937.0,61397.0,24.26,23.02,20.92,24.32,1.43,5.4530079,51.3646743,1.0
17,1358463600.0,0.91,30880.0,61494.0,31.79,26.53,23.6,31.79,3.73,5.4530079,51.3646743,1.0
18,1358550000.0,0.96,30819.0,61592.0,27.02,22.16,24.64,29.39,6.16,5.4530079,51.3646743,1.0
19,1358636400.0,0.88,30756.0,61691.0,27.8,28.09,22.16,29.61,3.73,5.4530079,51.3646743,1.0
20,1358722800.0,0.89,30691.0,61791.0,33.3,27.38,28.09,33.3,2.07,5.4530079,51.3646743,1.0
21,1358809200.0,0.73,30623.0,61893.0,32.94,19.63,21.83,32.94,2.44,5.4530079,51.3646743,1.0
22,1358895600.0,0.68,30552.0,61995.0,30.28,23.63,19.63,30.28,2.32,5.4530079,51.3646743,1.0
23,1358982000.0,0.82,30479.0,62099.0,28.68,20.99,23.34,28.68,4.97,5.4530079,51.3646743,1.0
24,1359068400.0,0.87,30404.0,62203.0,29.44,23.57,20.99,29.44,4.46,5.4530079,51.3646743,1.0
25,1359154800.0,0.87,30326.0,62308.0,32.34,32.79,23.57,33.31,4.34,5.4530079,51.3646743,1.0
