,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility
198,1500328800,0.1166485014,20523,78815,19.5601089918,16.3159673025,10.0556675749,19.371226158,0.7843324251
199,1500415200,-0.0633514986,20603,78743,26.8601089918,18.4359673025,16.8856675749,26.671226158,0.6343324251
200,1500501600,-0.0133514986,20684,78669,15.3401089918,9.0059673025,14.2356675749,15.151226158,0.4443324251
201,1500588000,-0.1533514986,20767,78592,16.0501089918,14.3559673025,9.5756675749,15.861226158,0.6343324251
202,1500674400,-0.0533514986,20852,78513,19.0401089918,10.7559673025,14.9256675749,18.851226158,0.3843324251
203,1500760800,-0.2233514986,20938,78432,9.0901089918,8.1559673025,11.3256675749,8.901226158,0.6343324251
204,1500847200,-0.2133514986,21025,78349,9.4901089918,11.2959673025,8.7256675749,9.301226158,0.2643324251
205,1500933600,-0.0833514986,21113,78263,9.4001089918,12.1059673025,11.8656675749,9.211226158,0.4643324251
206,1501020000,-0.1633514986,21202,78175,15.9201089918,14.7959673025,12.6756675749,15.731226158,0.4243324251
207,1501106400,-0.1533514986,21292,78085,11.3201089918,12.8159673025,15.3656675749,11.131226158,0.3243324251
208,1501192800,-0.1633514986,21383,77993,11.0201089918,13.2859673025,13.3856675749,10.831226158,0.6343324251
209,1501279200,0.0266485014,21475,77898,13.3601089918,15.1859673025,13.8556675749,13.171226158,-0.0156675749
210,1501365600,-0.1233514986,21568,77802,11.8401089918,11.2459673025,14.9356675749,11.651226158,0.4543324251
211,1501452000,-0.2433514986,21661,77704,14.5401089918,10.3859673025,11.8156675749,14.351226158,0.6343324251
212,1501538400,-0.1733514986,21755,77604,15.8401089918,14.0059673025,10.9556675749,15.651226158,0.6343324251
213,1501624800,-0.1433514986,21850,77502,14.5401089918,13.3559673025,13.9256675749,14.351226158,0.6343324251
214,1501711200,-0.1233514986,21946,77399,13.5801089918,15.3559673025,14.5256675749,13.391226158,0.5543324251
215,1501797600,-0.1933514986,22042,77293,12.7101089918,11.7359673025,15.9256675749,12.521226158,0.6343324251
216,1501884000,-0.2533514986,22139,77186,10.9401089918,6.7459673025,10.4156675749,10.751226158,0.6343324251
217,1501970400,-0.2533514986,22236,77078,12.6801089918,6.6059673025,7.3156675749,12.491226158,0.6343324251
218,1502056800,-0.0733514986,22333,76967,13.9501089918,11.9759673025,7.1756675749,13.761226158,0.6343324251
219,1502143200,-0.0533514986,22431,76856,9.7801089918,10.5759673025,11.7956675749,9.591226158,0.2643324251
220,1502229600,-0.1833514986,22529,76742,12.1301089918,7.1259673025,11.1456675749,11.941226158,0.1143324251
221,1502316000,-0.1433514986,22627,76627,10.5101089918,9.8859673025,7.6956675749,10.321226158,0.6043324251
222,1502402400,-0.1333514986,22726,76511,11.4101089918,12.9959673025,10.4556675749,11.221226158,0.9443324251
223,1502488800,0.0466485014,22825,76394,11.5201089918,8.2659673025,13.4056675749,11.331226158,-0.0456675749
224,1502575200,-0.2833514986,22924,76275,11.8101089918,8.4959673025,8.8356675749,11.621226158,0.6343324251
225,1502661600,0.0266485014,23023,76154,18.7101089918,13.7459673025,9.0656675749,18.521226158,0.6343324251
226,1502748000,-0.0533514986,23123,76033,12.8901089918,8.4259673025,14.3156675749,12.701226158,0.5243324251
227,1502834400,-0.0633514986,23222,75910,15.5701089918,12.4659673025,8.9956675749,15.381226158,-1.3356675749
228,1502920800,-0.0033514986,23322,75786,10.1101089918,13.0359673025,13.0356675749,10.341226158,0.2643324251
229,1503007200,-0.2533514986,23421,75661,11.2501089918,7.8259673025,10.6156675749,11.061226158,0.8843324251
230,1503093600,-0.1733514986,23521,75535,8.5601089918,9.0659673025,8.3956675749,8.371226158,0.5743324251
231,1503180000,-0.3033514986,23620,75408,8.5901089918,6.9959673025,9.6356675749,8.401226158,1.1843324251
232,1503266400,-0.2733514986,23720,75279,12.7401089918,10.7659673025,7.5656675749,12.551226158,0.9343324251
233,1503352800,-0.0333514986,23820,75150,15.8401089918,9.8159673025,11.3356675749,15.651226158,0.8743324251
234,1503439200,0.0766485014,23919,75020,20.7501089918,15.8559673025,10.3856675749,20.561226158,0.7843324251
235,1503525600,-0.1633514986,24019,74889,12.9701089918,9.3059673025,14.5656675749,12.781226158,0.4743324251
236,1503612000,-0.2733514986,24118,74757,15.4801089918,9.4059673025,9.8756675749,15.291226158,0.6343324251
237,1503698400,-0.0533514986,24218,74624,18.1901089918,8.6859673025,9.9756675749,18.001226158,0.5243324251
238,1503784800,0.0066485014,24317,74490,18.1401089918,9.6459673025,9.2556675749,17.951226158,0.1843324251
239,1503871200,0.0066485014,24417,74356,20.2301089918,12.6859673025,10.2156675749,20.041226158,0.4543324251
240,1503957600,0.0366485014,24516,74220,24.0001089918,16.5159673025,13.2556675749,23.811226158,-0.0956675749
241,1504044000,0.0066485014,24615,74085,9.4301089918,7.9759673025,10.0856675749,9.241226158,-0.7956675749
242,1504130400,-0.0633514986,24714,73948,8.7001089918,3.4659673025,8.3956675749,8.511226158,0.3743324251
