,Date,Generated,Efficiency,Number_of_panels,Max_power,System_size,Number_of_inverters,Inverter_size,Postcode,Install_date,Tilt
0,1514761200.0,53.000,0.502,440,240,105600,3,27000,3481,1354230000.0,10.0
1,1514847600.0,43.800,0.415,440,240,105600,3,27000,3481,1354230000.0,10.0
2,1514934000.0,22.640,0.214,440,240,105600,3,27000,3481,1354230000.0,10.0
3,1515020400.0,27.200,0.258,440,240,105600,3,27000,3481,1354230000.0,10.0
4,1515106800.0,26.080,0.247,440,240,105600,3,27000,3481,1354230000.0,10.0
5,1515193200.0,33.320,0.316,440,240,105600,3,27000,3481,1354230000.0,10.0
6,1515279600.0,88.640,0.839,440,240,105600,3,27000,3481,1354230000.0,10.0
7,1515366000.0,83.120,0.787,440,240,105600,3,27000,3481,1354230000.0,10.0
8,1515452400.0,46.040,0.436,440,240,105600,3,27000,3481,1354230000.0,10.0
9,1515538800.0,17.040,0.161,440,240,105600,3,27000,3481,1354230000.0,10.0
10,1515625200.0,48.280,0.457,440,240,105600,3,27000,3481,1354230000.0,10.0
11,1515711600.0,27.640,0.262,440,240,105600,3,27000,3481,1354230000.0,10.0
12,1515798000.0,28.720,0.272,440,240,105600,3,27000,3481,1354230000.0,10.0
13,1515884400.0,85.760,0.812,440,240,105600,3,27000,3481,1354230000.0,10.0
14,1515970800.0,13.960,0.132,440,240,105600,3,27000,3481,1354230000.0,10.0
15,1516057200.0,79.560,0.753,440,240,105600,3,27000,3481,1354230000.0,10.0
16,1516143600.0,56.600,0.536,440,240,105600,3,27000,3481,1354230000.0,10.0
17,1516230000.0,47.720,0.452,440,240,105600,3,27000,3481,1354230000.0,10.0
18,1516316400.0,71.800,0.680,440,240,105600,3,27000,3481,1354230000.0,10.0
19,1516402800.0,35.800,0.339,440,240,105600,3,27000,3481,1354230000.0,10.0
20,1516489200.0,91.480,0.866,440,240,105600,3,27000,3481,1354230000.0,10.0
21,1516575600.0,67.160,0.636,440,240,105600,3,27000,3481,1354230000.0,10.0
22,1516662000.0,59.680,0.565,440,240,105600,3,27000,3481,1354230000.0,10.0
23,1516748400.0,36.200,0.343,440,240,105600,3,27000,3481,1354230000.0,10.0
24,1516834800.0,72.440,0.686,440,240,105600,3,27000,3481,1354230000.0,10.0
25,1516921200.0,68.400,0.648,440,240,105600,3,27000,3481,1354230000.0,10.0
26,1517007600.0,83.840,0.794,440,240,105600,3,27000,3481,1354230000.0,10.0
27,1517094000.0,78.920,0.747,440,240,105600,3,27000,3481,1354230000.0,10.0
28,1517180400.0,52.840,0.500,440,240,105600,3,27000,3481,1354230000.0,10.0
29,1517266800.0,112.640,1.067,440,240,105600,3,27000,3481,1354230000.0,10.0
30,1517353200.0,31.520,0.298,440,240,105600,3,27000,3481,1354230000.0,10.0
31,1517439600.0,75.040,0.711,440,240,105600,3,27000,3481,1354230000.0,10.0
32,1517526000.0,73.080,0.692,440,240,105600,3,27000,3481,1354230000.0,10.0
33,1517612400.0,55.000,0.521,440,240,105600,3,27000,3481,1354230000.0,10.0
34,1517698800.0,123.760,1.172,440,240,105600,3,27000,3481,1354230000.0,10.0
35,1517785200.0,97.080,0.919,440,240,105600,3,27000,3481,1354230000.0,10.0
36,1517871600.0,171.600,1.625,440,240,105600,3,27000,3481,1354230000.0,10.0
37,1517958000.0,179.760,1.702,440,240,105600,3,27000,3481,1354230000.0,10.0
38,1518044400.0,149.400,1.415,440,240,105600,3,27000,3481,1354230000.0,10.0
39,1518130800.0,116.240,1.101,440,240,105600,3,27000,3481,1354230000.0,10.0
40,1518217200.0,133.560,1.265,440,240,105600,3,27000,3481,1354230000.0,10.0
41,1518303600.0,118.040,1.118,440,240,105600,3,27000,3481,1354230000.0,10.0
42,1518390000.0,183.000,1.733,440,240,105600,3,27000,3481,1354230000.0,10.0
43,1518476400.0,206.880,1.959,440,240,105600,3,27000,3481,1354230000.0,10.0
44,1518562800.0,208.320,1.973,440,240,105600,3,27000,3481,1354230000.0,10.0
45,1518649200.0,87.120,0.825,440,240,105600,3,27000,3481,1354230000.0,10.0
46,1518735600.0,206.240,1.953,440,240,105600,3,27000,3481,1354230000.0,10.0
47,1518822000.0,183.720,1.740,440,240,105600,3,27000,3481,1354230000.0,10.0
48,1518908400.0,211.680,2.005,440,240,105600,3,27000,3481,1354230000.0,10.0
49,1518994800.0,82.240,0.779,440,240,105600,3,27000,3481,1354230000.0,10.0
50,1519081200.0,114.920,1.088,440,240,105600,3,27000,3481,1354230000.0,10.0
51,1519167600.0,223.760,2.119,440,240,105600,3,27000,3481,1354230000.0,10.0
52,1519254000.0,245.880,2.328,440,240,105600,3,27000,3481,1354230000.0,10.0
53,1519340400.0,247.360,2.342,440,240,105600,3,27000,3481,1354230000.0,10.0
54,1519426800.0,242.080,2.292,440,240,105600,3,27000,3481,1354230000.0,10.0
55,1519513200.0,281.080,2.662,440,240,105600,3,27000,3481,1354230000.0,10.0
56,1519599600.0,255.640,2.421,440,240,105600,3,27000,3481,1354230000.0,10.0
57,1519686000.0,258.360,2.447,440,240,105600,3,27000,3481,1354230000.0,10.0
58,1519772400.0,126.400,1.197,440,240,105600,3,27000,3481,1354230000.0,10.0
59,1519858800.0,118.960,1.127,440,240,105600,3,27000,3481,1354230000.0,10.0
60,1519945200.0,140.880,1.334,440,240,105600,3,27000,3481,1354230000.0,10.0
61,1520031600.0,91.080,0.863,440,240,105600,3,27000,3481,1354230000.0,10.0
62,1520118000.0,136.440,1.292,440,240,105600,3,27000,3481,1354230000.0,10.0
63,1520204400.0,182.520,1.728,440,240,105600,3,27000,3481,1354230000.0,10.0
64,1520290800.0,104.000,0.985,440,240,105600,3,27000,3481,1354230000.0,10.0
65,1520377200.0,114.040,1.080,440,240,105600,3,27000,3481,1354230000.0,10.0
66,1520463600.0,68.680,0.650,440,240,105600,3,27000,3481,1354230000.0,10.0
67,1520550000.0,156.120,1.478,440,240,105600,3,27000,3481,1354230000.0,10.0
68,1520636400.0,110.200,1.044,440,240,105600,3,27000,3481,1354230000.0,10.0
69,1520722800.0,91.680,0.868,440,240,105600,3,27000,3481,1354230000.0,10.0
70,1520809200.0,114.160,1.081,440,240,105600,3,27000,3481,1354230000.0,10.0
71,1520895600.0,47.720,0.452,440,240,105600,3,27000,3481,1354230000.0,10.0
72,1520982000.0,197.080,1.866,440,240,105600,3,27000,3481,1354230000.0,10.0
73,1521068400.0,123.080,1.166,440,240,105600,3,27000,3481,1354230000.0,10.0
74,1521154800.0,30.360,0.288,440,240,105600,3,27000,3481,1354230000.0,10.0
75,1521241200.0,108.680,1.029,440,240,105600,3,27000,3481,1354230000.0,10.0
76,1521327600.0,201.680,1.910,440,240,105600,3,27000,3481,1354230000.0,10.0
77,1521414000.0,263.200,2.492,440,240,105600,3,27000,3481,1354230000.0,10.0
78,1521500400.0,263.240,2.493,440,240,105600,3,27000,3481,1354230000.0,10.0
79,1521586800.0,197.160,1.867,440,240,105600,3,27000,3481,1354230000.0,10.0
80,1521673200.0,179.280,1.698,440,240,105600,3,27000,3481,1354230000.0,10.0
81,1521759600.0,149.520,1.416,440,240,105600,3,27000,3481,1354230000.0,10.0
82,1521846000.0,232.400,2.201,440,240,105600,3,27000,3481,1354230000.0,10.0
83,1521932400.0,350.440,3.319,440,240,105600,3,27000,3481,1354230000.0,10.0
