,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1388530800.0,0.65,31460.0,60088.0,47.81,47.67,41.05,49.7,6.17,5.4530079,51.3646743,1.0
1,1388617200.0,0.7,31452.0,60151.0,50.57,43.54,43.54,50.57,6.17,5.4530079,51.3646743,1.0
2,1388703600.0,0.68,31441.0,60217.0,54.73,42.79,42.98,54.73,5.97,5.4530079,51.3646743,1.0
3,1388790000.0,0.59,31426.0,60285.0,49.82,39.68,42.77,49.82,6.22,5.4530079,51.3646743,1.0
4,1388876400.0,0.63,31408.0,60356.0,44.5,41.67,38.59,47.42,6.2,5.4530079,51.3646743,1.0
5,1388962800.0,0.87,31387.0,60429.0,57.31,49.73,43.36,57.31,6.13,5.4530079,51.3646743,1.0
6,1389049200.0,0.56,31362.0,60505.0,55.58,46.61,49.66,55.58,6.22,5.4530079,51.3646743,1.0
7,1389135600.0,0.67,31335.0,60583.0,52.21,44.83,44.83,52.21,6.22,5.4530079,51.3646743,1.0
8,1389222000.0,0.78,31304.0,60663.0,53.69,38.91,43.06,53.69,6.11,5.4530079,51.3646743,1.0
9,1389308400.0,0.48,31270.0,60745.0,47.86,36.54,38.91,47.86,6.2,5.4530079,51.3646743,1.0
10,1389394800.0,0.66,31234.0,60830.0,45.02,30.93,36.54,45.02,5.57,5.4530079,51.3646743,1.0
11,1389481200.0,0.34,31194.0,60916.0,43.71,33.99,30.21,43.71,4.68,5.4530079,51.3646743,1.0
12,1389567600.0,0.59,31151.0,61004.0,49.59,36.75,33.99,49.59,6.22,5.4530079,51.3646743,1.0
13,1389654000.0,0.61,31105.0,61094.0,45.36,35.46,36.75,45.36,6.05,5.4530079,51.3646743,1.0
14,1389740400.0,0.85,31057.0,61186.0,41.52,41.57,35.46,42.69,5.8,5.4530079,51.3646743,1.0
15,1389826800.0,0.81,31005.0,61279.0,48.51,42.9,42.9,48.51,6.22,5.4530079,51.3646743,1.0
