,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1451602800.0,0.58,31727.0,59923.0,43.13,41.01,37.3,45.1,3.55,5.1841395,52.0296117,1.0
1,1451689200.0,0.67,31719.0,59986.0,43.69,43.24,40.55,43.69,5.42,5.1841395,52.0296117,1.0
2,1451775600.0,0.75,31708.0,60052.0,46.35,40.05,41.96,46.35,5.0,5.1841395,52.0296117,1.0
3,1451862000.0,0.8,31694.0,60120.0,44.66,43.44,40.05,44.66,4.17,5.1841395,52.0296117,1.0
4,1451948400.0,0.84,31676.0,60191.0,46.11,38.75,43.44,46.11,5.36,5.1841395,52.0296117,1.0
5,1452034800.0,0.86,31655.0,60265.0,39.18,37.25,37.18,42.77,1.35,5.1841395,52.0296117,1.0
6,1452121200.0,0.73,31630.0,60341.0,44.8,41.75,38.12,45.02,4.06,5.1841395,52.0296117,1.0
7,1452207600.0,0.32,31603.0,60419.0,46.88,36.21,37.19,46.88,6.22,5.1841395,52.0296117,1.0
8,1452294000.0,0.79,31572.0,60500.0,45.9,43.29,36.21,45.9,5.5,5.1841395,52.0296117,1.0
9,1452380400.0,0.56,31538.0,60583.0,48.07,37.33,42.0,48.07,6.22,5.1841395,52.0296117,1.0
10,1452466800.0,0.74,31500.0,60668.0,43.56,41.7,37.33,43.65,5.94,5.1841395,52.0296117,1.0
11,1452553200.0,0.68,31460.0,60756.0,44.23,41.02,41.02,44.23,6.1,5.1841395,52.0296117,1.0
12,1452639600.0,0.54,31417.0,60845.0,42.3,36.03,37.06,43.57,6.12,5.1841395,52.0296117,1.0
13,1452726000.0,0.72,31370.0,60936.0,41.18,36.32,36.03,41.18,5.91,5.1841395,52.0296117,1.0
14,1452812400.0,0.59,31321.0,61029.0,38.45,32.87,34.71,38.45,5.19,5.1841395,52.0296117,1.0
15,1452898800.0,0.49,31268.0,61124.0,40.69,30.37,32.87,40.69,5.25,5.1841395,52.0296117,1.0
16,1452985200.0,0.33,31213.0,61220.0,37.48,23.62,26.31,37.48,6.22,5.1841395,52.0296117,1.0
17,1453071600.0,0.36,31155.0,61318.0,32.51,21.53,23.62,32.51,6.0,5.1841395,52.0296117,1.0
18,1453158000.0,0.53,31095.0,61417.0,33.39,32.0,21.53,33.39,6.16,5.1841395,52.0296117,1.0
19,1453244400.0,0.68,31031.0,61518.0,39.52,29.01,32.5,39.52,5.67,5.1841395,52.0296117,1.0
20,1453330800.0,0.73,30965.0,61620.0,34.62,28.89,29.01,34.62,1.43,5.1841395,52.0296117,1.0
21,1453417200.0,0.53,30896.0,61723.0,36.85,36.19,28.89,39.12,4.15,5.1841395,52.0296117,1.0
