,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1420066800.0,0.53,31462.0,60073.0,40.23,37.38,30.8,40.23,4.31,5.4530079,51.3646743,1.0
1,1420153200.0,0.62,31454.0,60136.0,47.31,37.0,37.76,47.31,5.61,5.4530079,51.3646743,1.0
2,1420239600.0,0.84,31444.0,60201.0,38.27,32.74,35.03,38.27,4.72,5.4530079,51.3646743,1.0
3,1420326000.0,0.45,31430.0,60268.0,42.84,31.07,32.74,42.84,5.06,5.4530079,51.3646743,1.0
4,1420412400.0,0.79,31412.0,60339.0,37.46,30.07,30.27,37.46,3.54,5.4530079,51.3646743,1.0
5,1420498800.0,0.79,31392.0,60411.0,37.7,35.93,29.95,38.48,5.39,5.4530079,51.3646743,1.0
6,1420585200.0,0.63,31368.0,60486.0,43.66,37.59,35.31,43.66,4.82,5.4530079,51.3646743,1.0
7,1420671600.0,0.79,31342.0,60564.0,47.68,41.4,38.38,47.68,4.69,5.4530079,51.3646743,1.0
8,1420758000.0,0.81,31312.0,60643.0,52.26,48.78,41.4,55.98,5.42,5.4530079,51.3646743,1.0
9,1420844400.0,0.83,31279.0,60725.0,54.67,37.46,40.24,56.97,5.95,5.4530079,51.3646743,1.0
10,1420930800.0,0.66,31243.0,60809.0,44.0,42.97,37.46,44.02,6.21,5.4530079,51.3646743,1.0
11,1421017200.0,0.89,31203.0,60895.0,48.8,48.37,43.49,49.57,6.03,5.4530079,51.3646743,1.0
12,1421103600.0,0.8,31161.0,60982.0,50.19,38.18,44.19,50.79,5.66,5.4530079,51.3646743,1.0
13,1421190000.0,0.75,31116.0,61072.0,41.08,37.47,37.47,43.45,5.96,5.4530079,51.3646743,1.0
14,1421276400.0,0.82,31068.0,61163.0,50.29,40.29,40.15,50.29,6.17,5.4530079,51.3646743,1.0
15,1421362800.0,0.67,31018.0,61256.0,46.51,31.6,39.95,46.51,6.28,5.4530079,51.3646743,1.0
16,1421449200.0,0.57,30964.0,61350.0,41.81,34.71,31.09,41.81,5.01,5.4530079,51.3646743,1.0
