,Date,Generated,Efficiency,Number_of_panels,Max_power,System_size,Number_of_inverters,Inverter_size,Postcode,Install_date,Tilt
0,1420066800.0,48.600,0.460,440,240,105600,3,27000,3481,1354230000.0,10.0
1,1420153200.0,68.720,0.651,440,240,105600,3,27000,3481,1354230000.0,10.0
2,1420239600.0,19.280,0.183,440,240,105600,3,27000,3481,1354230000.0,10.0
3,1420326000.0,82.760,0.784,440,240,105600,3,27000,3481,1354230000.0,10.0
4,1420412400.0,28.680,0.272,440,240,105600,3,27000,3481,1354230000.0,10.0
5,1420498800.0,64.800,0.614,440,240,105600,3,27000,3481,1354230000.0,10.0
6,1420585200.0,72.480,0.686,440,240,105600,3,27000,3481,1354230000.0,10.0
7,1420671600.0,5.080,0.048,440,240,105600,3,27000,3481,1354230000.0,10.0
8,1420758000.0,24.440,0.231,440,240,105600,3,27000,3481,1354230000.0,10.0
9,1420844400.0,26.200,0.248,440,240,105600,3,27000,3481,1354230000.0,10.0
10,1420930800.0,62.720,0.594,440,240,105600,3,27000,3481,1354230000.0,10.0
11,1421017200.0,11.560,0.109,440,240,105600,3,27000,3481,1354230000.0,10.0
12,1421103600.0,14.000,0.133,440,240,105600,3,27000,3481,1354230000.0,10.0
13,1421190000.0,36.960,0.350,440,240,105600,3,27000,3481,1354230000.0,10.0
14,1421276400.0,8.200,0.078,440,240,105600,3,27000,3481,1354230000.0,10.0
15,1421362800.0,57.040,0.540,440,240,105600,3,27000,3481,1354230000.0,10.0
16,1421449200.0,66.600,0.631,440,240,105600,3,27000,3481,1354230000.0,10.0
17,1421535600.0,15.360,0.145,440,240,105600,3,27000,3481,1354230000.0,10.0
18,1421622000.0,25.280,0.239,440,240,105600,3,27000,3481,1354230000.0,10.0
19,1421708400.0,34.520,0.327,440,240,105600,3,27000,3481,1354230000.0,10.0
20,1421794800.0,40.080,0.380,440,240,105600,3,27000,3481,1354230000.0,10.0
21,1421881200.0,25.400,0.241,440,240,105600,3,27000,3481,1354230000.0,10.0
22,1421967600.0,23.040,0.218,440,240,105600,3,27000,3481,1354230000.0,10.0
23,1422054000.0,63.000,0.597,440,240,105600,3,27000,3481,1354230000.0,10.0
24,1422140400.0,28.160,0.267,440,240,105600,3,27000,3481,1354230000.0,10.0
25,1422226800.0,21.640,0.205,440,240,105600,3,27000,3481,1354230000.0,10.0
26,1422313200.0,66.240,0.627,440,240,105600,3,27000,3481,1354230000.0,10.0
27,1422399600.0,8.760,0.083,440,240,105600,3,27000,3481,1354230000.0,10.0
28,1422486000.0,36.600,0.347,440,240,105600,3,27000,3481,1354230000.0,10.0
29,1422572400.0,6.720,0.064,440,240,105600,3,27000,3481,1354230000.0,10.0
30,1422658800.0,38.240,0.362,440,240,105600,3,27000,3481,1354230000.0,10.0
31,1422745200.0,49.400,0.468,440,240,105600,3,27000,3481,1354230000.0,10.0
32,1422831600.0,58.280,0.552,440,240,105600,3,27000,3481,1354230000.0,10.0
33,1422918000.0,93.960,0.890,440,240,105600,3,27000,3481,1354230000.0,10.0
34,1423004400.0,86.760,0.822,440,240,105600,3,27000,3481,1354230000.0,10.0
35,1423090800.0,79.640,0.754,440,240,105600,3,27000,3481,1354230000.0,10.0
36,1423177200.0,110.000,1.042,440,240,105600,3,27000,3481,1354230000.0,10.0
37,1423263600.0,56.960,0.539,440,240,105600,3,27000,3481,1354230000.0,10.0
38,1423350000.0,83.040,0.786,440,240,105600,3,27000,3481,1354230000.0,10.0
39,1423436400.0,32.920,0.312,440,240,105600,3,27000,3481,1354230000.0,10.0
40,1423522800.0,33.320,0.316,440,240,105600,3,27000,3481,1354230000.0,10.0
41,1423609200.0,26.000,0.246,440,240,105600,3,27000,3481,1354230000.0,10.0
42,1423695600.0,46.440,0.440,440,240,105600,3,27000,3481,1354230000.0,10.0
43,1423782000.0,116.840,1.106,440,240,105600,3,27000,3481,1354230000.0,10.0
44,1423868400.0,50.280,0.476,440,240,105600,3,27000,3481,1354230000.0,10.0
45,1423954800.0,126.880,1.202,440,240,105600,3,27000,3481,1354230000.0,10.0
46,1424041200.0,120.440,1.141,440,240,105600,3,27000,3481,1354230000.0,10.0
47,1424127600.0,131.280,1.243,440,240,105600,3,27000,3481,1354230000.0,10.0
48,1424214000.0,225.320,2.134,440,240,105600,3,27000,3481,1354230000.0,10.0
49,1424300400.0,189.440,1.794,440,240,105600,3,27000,3481,1354230000.0,10.0
50,1424386800.0,27.520,0.261,440,240,105600,3,27000,3481,1354230000.0,10.0
51,1424473200.0,117.560,1.113,440,240,105600,3,27000,3481,1354230000.0,10.0
52,1424559600.0,211.400,2.002,440,240,105600,3,27000,3481,1354230000.0,10.0
53,1424646000.0,136.280,1.291,440,240,105600,3,27000,3481,1354230000.0,10.0
54,1424732400.0,154.720,1.465,440,240,105600,3,27000,3481,1354230000.0,10.0
55,1424818800.0,110.120,1.043,440,240,105600,3,27000,3481,1354230000.0,10.0
56,1424905200.0,47.040,0.445,440,240,105600,3,27000,3481,1354230000.0,10.0
57,1424991600.0,194.040,1.838,440,240,105600,3,27000,3481,1354230000.0,10.0
58,1425078000.0,220.560,2.089,440,240,105600,3,27000,3481,1354230000.0,10.0
59,1425164400.0,219.800,2.081,440,240,105600,3,27000,3481,1354230000.0,10.0
60,1425250800.0,202.520,1.918,440,240,105600,3,27000,3481,1354230000.0,10.0
61,1425337200.0,116.960,1.108,440,240,105600,3,27000,3481,1354230000.0,10.0
62,1425423600.0,148.200,1.403,440,240,105600,3,27000,3481,1354230000.0,10.0
63,1425510000.0,243.480,2.306,440,240,105600,3,27000,3481,1354230000.0,10.0
64,1425596400.0,117.200,1.110,440,240,105600,3,27000,3481,1354230000.0,10.0
65,1425682800.0,245.600,2.326,440,240,105600,3,27000,3481,1354230000.0,10.0
66,1425769200.0,308.280,2.919,440,240,105600,3,27000,3481,1354230000.0,10.0
67,1425855600.0,182.640,1.730,440,240,105600,3,27000,3481,1354230000.0,10.0
68,1425942000.0,279.960,2.651,440,240,105600,3,27000,3481,1354230000.0,10.0
69,1426028400.0,312.840,2.963,440,240,105600,3,27000,3481,1354230000.0,10.0
70,1426114800.0,337.520,3.196,440,240,105600,3,27000,3481,1354230000.0,10.0
71,1426201200.0,337.840,3.199,440,240,105600,3,27000,3481,1354230000.0,10.0
72,1426287600.0,74.400,0.705,440,240,105600,3,27000,3481,1354230000.0,10.0
73,1426374000.0,110.240,1.044,440,240,105600,3,27000,3481,1354230000.0,10.0
74,1426460400.0,280.400,2.655,440,240,105600,3,27000,3481,1354230000.0,10.0
75,1426546800.0,312.520,2.959,440,240,105600,3,27000,3481,1354230000.0,10.0
76,1426633200.0,112.400,1.064,440,240,105600,3,27000,3481,1354230000.0,10.0
77,1426719600.0,228.880,2.167,440,240,105600,3,27000,3481,1354230000.0,10.0
78,1426806000.0,189.680,1.796,440,240,105600,3,27000,3481,1354230000.0,10.0
79,1426892400.0,168.600,1.597,440,240,105600,3,27000,3481,1354230000.0,10.0
