,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1356994800.0,0.68,31793.0,60004.0,47.18,41.84,42.57,48.31,5.75,4.9632883,52.0881698,1.0
1,1357081200.0,0.55,31783.0,60069.0,46.87,45.08,41.36,46.87,6.07,4.9632883,52.0881698,1.0
2,1357167600.0,0.83,31769.0,60137.0,51.51,48.77,45.55,51.51,5.07,4.9632883,52.0881698,1.0
3,1357254000.0,0.93,31752.0,60207.0,49.48,46.95,47.29,49.89,4.63,4.9632883,52.0881698,1.0
4,1359673200.0,0.66,30074.0,62927.0,44.72,37.38,37.91,45.55,6.17,4.9632883,52.0881698,2.0
5,1359759600.0,0.49,29978.0,63039.0,42.26,37.4,37.38,42.26,6.18,4.9632883,52.0881698,2.0
6,1359846000.0,0.62,29880.0,63151.0,43.73,44.05,37.4,44.67,5.89,4.9632883,52.0881698,2.0
7,1359932400.0,0.57,29781.0,63264.0,49.13,37.32,44.28,49.13,5.97,4.9632883,52.0881698,2.0
8,1360018800.0,0.51,29679.0,63376.0,40.2,33.16,36.13,44.26,6.14,4.9632883,52.0881698,2.0
9,1362092400.0,0.92,26815.0,66051.0,41.16,36.28,37.08,41.16,5.53,4.9632883,52.0881698,3.0
10,1362178800.0,0.93,26682.0,66159.0,40.32,37.3,36.28,40.32,6.22,4.9632883,52.0881698,3.0
11,1362265200.0,0.88,26549.0,66267.0,43.49,31.86,37.3,43.49,5.31,4.9632883,52.0881698,3.0
12,1362351600.0,0.7,26415.0,66374.0,51.6,36.52,31.86,51.6,6.06,4.9632883,52.0881698,3.0
13,1362438000.0,0.68,26280.0,66481.0,61.53,42.71,36.52,61.53,6.22,4.9632883,52.0881698,3.0
14,1362524400.0,0.68,26144.0,66588.0,59.53,44.41,42.71,59.53,6.22,4.9632883,52.0881698,3.0
15,1362610800.0,0.68,26008.0,66694.0,51.66,45.39,44.41,51.66,5.45,4.9632883,52.0881698,3.0
16,1362697200.0,0.71,25872.0,66800.0,55.1,41.7,45.14,55.1,2.95,4.9632883,52.0881698,3.0
17,1364767200.0,0.55,26126.0,72880.0,45.29,29.34,28.7,45.29,6.16,4.9632883,52.0881698,4.0
18,1364853600.0,0.6,25987.0,72982.0,47.76,32.33,29.34,47.76,6.22,4.9632883,52.0881698,4.0
19,1364940000.0,0.62,25848.0,73084.0,46.05,33.77,32.33,46.05,6.22,4.9632883,52.0881698,4.0
20,1365026400.0,0.77,25710.0,73187.0,40.37,35.36,33.77,40.37,6.22,4.9632883,52.0881698,4.0
21,1365112800.0,0.64,25572.0,73289.0,45.62,36.93,35.36,45.62,6.22,4.9632883,52.0881698,4.0
22,1365199200.0,0.51,25435.0,73392.0,47.65,32.16,36.58,47.65,6.22,4.9632883,52.0881698,4.0
23,1365285600.0,0.64,25298.0,73494.0,48.93,34.45,32.16,48.93,3.99,4.9632883,52.0881698,4.0
24,1365372000.0,0.63,25161.0,73597.0,51.31,37.69,34.45,51.31,6.22,4.9632883,52.0881698,4.0
25,1365458400.0,0.65,25026.0,73700.0,50.13,43.02,37.69,50.13,5.16,4.9632883,52.0881698,4.0
26,1365544800.0,0.8,24890.0,73802.0,47.22,38.31,38.31,47.22,2.4,4.9632883,52.0881698,4.0
27,1365631200.0,0.8,24756.0,73905.0,48.14,40.38,38.75,48.14,2.11,4.9632883,52.0881698,4.0
28,1367359200.0,0.58,22248.0,75962.0,62.64,45.65,39.14,62.64,6.22,4.9632883,52.0881698,5.0
29,1367445600.0,0.58,22135.0,76064.0,61.42,44.72,45.65,61.42,6.22,4.9632883,52.0881698,5.0
30,1367532000.0,0.53,22023.0,76165.0,64.62,46.18,44.72,64.62,6.19,4.9632883,52.0881698,5.0
31,1367618400.0,0.48,21913.0,76266.0,61.59,46.36,46.18,61.59,5.86,4.9632883,52.0881698,5.0
32,1367704800.0,0.39,21804.0,76366.0,65.1,47.02,46.36,65.1,5.87,4.9632883,52.0881698,5.0
33,1367791200.0,0.62,21697.0,76466.0,71.16,51.19,47.02,71.16,6.22,4.9632883,52.0881698,5.0
34,1367877600.0,0.55,21591.0,76566.0,74.69,58.21,51.19,74.69,5.26,4.9632883,52.0881698,5.0
35,1367964000.0,0.61,21487.0,76665.0,70.0,51.75,56.86,70.0,4.15,4.9632883,52.0881698,5.0
36,1368050400.0,0.53,21385.0,76763.0,60.09,51.12,51.75,60.09,6.11,4.9632883,52.0881698,5.0
37,1368136800.0,0.65,21284.0,76861.0,58.51,49.72,51.12,58.51,6.17,4.9632883,52.0881698,5.0
38,1368223200.0,0.66,21186.0,76958.0,55.72,44.94,49.3,55.72,6.13,4.9632883,52.0881698,5.0
39,1368309600.0,0.64,21089.0,77055.0,53.4,46.56,44.94,53.4,6.17,4.9632883,52.0881698,5.0
40,1368396000.0,0.64,20994.0,77150.0,55.53,45.26,46.56,55.53,5.21,4.9632883,52.0881698,5.0
41,1370037600.0,0.81,19613.0,78729.0,55.79,45.45,49.23,55.79,4.95,4.9632883,52.0881698,6.0
42,1370124000.0,0.35,19566.0,78795.0,62.29,45.93,45.45,62.29,6.22,4.9632883,52.0881698,6.0
43,1370210400.0,0.61,19522.0,78858.0,57.95,47.0,45.93,57.95,6.22,4.9632883,52.0881698,6.0
44,1370296800.0,0.53,19481.0,78919.0,68.58,49.43,47.0,68.58,6.22,4.9632883,52.0881698,6.0
45,1370383200.0,0.55,19442.0,78978.0,70.96,51.71,49.43,70.96,6.22,4.9632883,52.0881698,6.0
46,1370469600.0,0.64,19407.0,79034.0,75.38,53.31,51.71,75.38,6.19,4.9632883,52.0881698,6.0
47,1370556000.0,0.64,19375.0,79088.0,75.0,51.4,53.31,75.0,6.16,4.9632883,52.0881698,6.0
48,1370642400.0,0.38,19346.0,79139.0,66.65,51.46,51.4,66.65,6.22,4.9632883,52.0881698,6.0
49,1370728800.0,0.77,19319.0,79188.0,61.07,51.0,51.46,61.07,6.22,4.9632883,52.0881698,6.0
50,1370815200.0,0.83,19296.0,79234.0,60.65,48.11,51.0,60.65,6.22,4.9632883,52.0881698,6.0
51,1370901600.0,0.58,19276.0,79277.0,71.09,61.25,48.11,71.09,5.88,4.9632883,52.0881698,6.0
52,1370988000.0,0.61,19259.0,79317.0,68.78,60.19,61.25,68.78,5.64,4.9632883,52.0881698,6.0
53,1371074400.0,0.69,19245.0,79355.0,63.87,54.73,57.59,64.72,5.99,4.9632883,52.0881698,6.0
54,1372629600.0,0.58,19526.0,79502.0,65.6,53.63,57.88,65.6,6.02,4.9632883,52.0881698,7.0
55,1372716000.0,0.33,19569.0,79480.0,69.92,60.42,53.63,69.92,6.06,4.9632883,52.0881698,7.0
56,1372802400.0,0.74,19615.0,79455.0,63.15,60.04,60.29,63.15,5.64,4.9632883,52.0881698,7.0
57,1372888800.0,0.56,19664.0,79427.0,69.75,60.21,60.04,69.75,6.19,4.9632883,52.0881698,7.0
58,1372975200.0,0.53,19715.0,79395.0,72.61,56.51,60.21,72.61,5.94,4.9632883,52.0881698,7.0
59,1373061600.0,0.48,19768.0,79361.0,77.46,60.24,56.51,77.46,6.22,4.9632883,52.0881698,7.0
60,1373148000.0,0.65,19824.0,79324.0,78.04,58.34,60.24,78.04,6.16,4.9632883,52.0881698,7.0
61,1373234400.0,0.59,19882.0,79283.0,76.77,56.27,58.34,76.77,6.22,4.9632883,52.0881698,7.0
62,1373320800.0,0.65,19943.0,79240.0,73.58,57.65,56.27,73.58,6.22,4.9632883,52.0881698,7.0
63,1373407200.0,0.66,20006.0,79194.0,67.19,57.24,57.65,67.19,6.19,4.9632883,52.0881698,7.0
64,1373493600.0,0.87,20071.0,79145.0,64.07,52.07,57.24,64.07,6.22,4.9632883,52.0881698,7.0
65,1373580000.0,0.63,20137.0,79093.0,65.68,56.28,52.07,65.68,6.09,4.9632883,52.0881698,7.0
66,1373666400.0,0.56,20206.0,79038.0,70.19,55.59,56.28,70.19,5.91,4.9632883,52.0881698,7.0
67,1375308000.0,0.41,21796.0,77529.0,88.54,69.92,65.87,88.54,6.22,4.9632883,52.0881698,8.0
68,1375394400.0,0.62,21890.0,77428.0,90.47,66.84,69.92,90.47,6.22,4.9632883,52.0881698,8.0
69,1375480800.0,0.43,21984.0,77326.0,73.06,58.93,64.86,73.06,6.22,4.9632883,52.0881698,8.0
70,1375567200.0,0.56,22079.0,77222.0,78.41,60.22,58.93,78.41,6.22,4.9632883,52.0881698,8.0
71,1375653600.0,0.53,22174.0,77116.0,83.96,63.29,60.22,83.96,6.22,4.9632883,52.0881698,8.0
72,1375740000.0,0.5,22270.0,77008.0,71.91,58.97,63.29,71.91,6.22,4.9632883,52.0881698,8.0
73,1375826400.0,0.41,22367.0,76899.0,63.94,57.99,58.97,63.94,6.22,4.9632883,52.0881698,8.0
74,1375912800.0,0.43,22463.0,76789.0,70.66,56.26,57.99,70.66,6.22,4.9632883,52.0881698,8.0
75,1375999200.0,0.48,22560.0,76676.0,73.08,60.83,56.26,73.08,6.19,4.9632883,52.0881698,8.0
76,1376085600.0,0.34,22657.0,76563.0,65.88,58.35,59.24,65.88,6.2,4.9632883,52.0881698,8.0
