,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude
288,1444946400.0,0.92,28997.0,67317.0,46.38,45.04,43.56,46.38,2.6,6.0221493,52.2132321
287,1444860000.0,0.9,28892.0,67449.0,45.19,43.56,38.44,45.79,2.1,6.0221493,52.2132321
286,1444773600.0,0.92,28787.0,67581.0,42.96,38.44,38.57,42.96,4.34,6.0221493,52.2132321
285,1444687200.0,0.84,28683.0,67715.0,42.28,38.57,35.69,42.28,5.67,6.0221493,52.2132321
284,1444600800.0,0.44,28579.0,67849.0,49.01,35.69,33.72,49.01,6.22,6.0221493,52.2132321
283,1444514400.0,0.25,28475.0,67984.0,52.44,33.72,37.33,52.44,6.22,6.0221493,52.2132321
282,1444428000.0,0.69,28372.0,68119.0,57.49,37.33,45.0,57.49,4.97,6.0221493,52.2132321
281,1444341600.0,0.6,28269.0,68255.0,63.6,51.39,44.73,63.6,5.14,6.0221493,52.2132321
280,1444255200.0,0.95,28166.0,68392.0,59.48,44.73,53.83,59.48,4.54,6.0221493,52.2132321
279,1444168800.0,0.82,28064.0,68530.0,62.57,55.54,56.3,62.57,5.82,6.0221493,52.2132321
278,1444082400.0,0.86,27962.0,68668.0,63.15,56.3,55.43,63.15,4.32,6.0221493,52.2132321
277,1443996000.0,0.51,27860.0,68806.0,65.19,55.43,46.48,65.19,4.48,6.0221493,52.2132321
276,1443909600.0,0.57,27759.0,68945.0,66.45,46.48,45.58,66.45,2.34,6.0221493,52.2132321
275,1443823200.0,0.63,27658.0,69085.0,64.0,45.58,41.8,64.0,4.67,6.0221493,52.2132321
274,1443736800.0,0.26,27557.0,69225.0,65.5,41.8,40.66,65.5,5.18,6.0221493,52.2132321
273,1443650400.0,0.26,27457.0,69365.0,63.65,40.66,43.2,63.65,6.19,6.0221493,52.2132321
333,1448838000.0,0.83,30135.0,59384.0,51.33,43.63,44.15,53.14,5.21,6.0221493,52.2132321
332,1448751600.0,0.82,30046.0,59430.0,53.07,44.44,44.15,53.07,5.62,6.0221493,52.2132321
331,1448665200.0,0.73,29955.0,59480.0,46.86,42.57,39.43,46.86,5.53,6.0221493,52.2132321
330,1448578800.0,0.76,29863.0,59532.0,43.41,39.43,34.76,43.41,4.38,6.0221493,52.2132321
329,1448492400.0,0.4,29769.0,59587.0,48.48,34.42,33.11,48.48,4.48,6.0221493,52.2132321
328,1448406000.0,0.73,29674.0,59645.0,44.8,33.11,38.28,44.8,4.62,6.0221493,52.2132321
327,1448319600.0,0.87,29577.0,59706.0,37.48,38.27,36.3,40.12,4.54,6.0221493,52.2132321
326,1448233200.0,0.62,29478.0,59769.0,44.77,36.35,29.0,44.77,5.91,6.0221493,52.2132321
325,1448146800.0,0.57,29379.0,59836.0,40.74,29.0,33.45,40.74,6.08,6.0221493,52.2132321
324,1448060400.0,0.8,29278.0,59905.0,41.22,33.45,36.82,41.22,6.16,6.0221493,52.2132321
323,1447974000.0,0.76,29176.0,59976.0,47.55,37.86,40.31,47.68,6.22,6.0221493,52.2132321
322,1447887600.0,0.8,29073.0,60050.0,54.93,44.63,46.24,55.93,6.19,6.0221493,52.2132321
321,1447801200.0,0.88,28970.0,60127.0,57.19,53.65,52.27,58.25,6.01,6.0221493,52.2132321
320,1447714800.0,0.78,28865.0,60206.0,57.04,52.39,52.2,59.41,5.37,6.0221493,52.2132321
319,1447628400.0,0.91,28760.0,60287.0,55.22,52.13,52.13,56.31,5.88,6.0221493,52.2132321
318,1447542000.0,0.95,28653.0,60371.0,57.9,54.45,49.34,57.9,5.36,6.0221493,52.2132321
317,1447455600.0,0.71,28547.0,60457.0,50.62,47.22,43.71,50.62,5.76,6.0221493,52.2132321
316,1447369200.0,0.72,28439.0,60545.0,56.92,43.71,44.97,56.92,6.14,6.0221493,52.2132321
315,1447282800.0,0.86,28332.0,60635.0,59.85,54.55,53.87,59.85,6.22,6.0221493,52.2132321
314,1447196400.0,1.0,28223.0,60728.0,55.63,53.02,53.02,55.88,5.88,6.0221493,52.2132321
313,1447110000.0,0.92,28115.0,60822.0,58.69,53.33,55.56,58.69,4.18,6.0221493,52.2132321
312,1447023600.0,0.86,28006.0,60919.0,57.54,53.14,53.14,61.51,6.11,6.0221493,52.2132321
311,1446937200.0,0.84,27896.0,61017.0,58.8,56.43,50.65,60.08,4.73,6.0221493,52.2132321
310,1446850800.0,0.9,27787.0,61118.0,63.93,50.65,58.87,63.93,5.31,6.0221493,52.2132321
309,1446764400.0,0.9,27677.0,61220.0,60.55,58.87,56.47,61.34,4.32,6.0221493,52.2132321
308,1446678000.0,0.88,27568.0,61324.0,58.29,56.47,51.43,58.29,5.13,6.0221493,52.2132321
307,1446591600.0,0.77,27458.0,61430.0,60.94,51.43,44.26,60.94,6.03,6.0221493,52.2132321
306,1446505200.0,0.47,27348.0,61537.0,59.55,44.26,36.0,59.55,4.51,6.0221493,52.2132321
305,1446418800.0,0.46,27238.0,61646.0,55.17,36.0,37.32,55.17,1.79,6.0221493,52.2132321
304,1446332400.0,0.31,27129.0,61757.0,61.36,37.32,39.73,61.36,2.72,6.0221493,52.2132321
364,1451516400.0,0.59,31587.0,59606.0,51.49,37.9,41.48,51.49,6.09,6.0221493,52.2132321
363,1451430000.0,0.39,31588.0,59548.0,48.88,42.21,41.71,48.88,6.22,6.0221493,52.2132321
362,1451343600.0,0.46,31586.0,59494.0,50.7,41.71,41.3,50.7,6.22,6.0221493,52.2132321
361,1451257200.0,0.5,31580.0,59443.0,53.09,41.67,43.23,53.9,6.09,6.0221493,52.2132321
360,1451170800.0,0.96,31571.0,59395.0,54.99,43.38,49.98,55.14,6.22,6.0221493,52.2132321
359,1451084400.0,0.81,31558.0,59350.0,57.77,50.28,51.95,57.77,6.09,6.0221493,52.2132321
358,1450998000.0,0.86,31542.0,59309.0,48.89,51.56,43.94,54.64,5.83,6.0221493,52.2132321
357,1450911600.0,0.69,31523.0,59271.0,55.82,43.94,43.95,55.82,6.22,6.0221493,52.2132321
356,1450825200.0,0.67,31500.0,59236.0,53.77,43.95,45.48,55.3,6.07,6.0221493,52.2132321
355,1450738800.0,0.87,31473.0,59204.0,56.78,52.16,50.34,56.8,6.09,6.0221493,52.2132321
354,1450652400.0,0.83,31444.0,59176.0,51.06,49.82,47.87,53.41,5.97,6.0221493,52.2132321
353,1450566000.0,0.79,31411.0,59152.0,54.95,48.5,51.75,54.95,6.22,6.0221493,52.2132321
352,1450479600.0,0.96,31374.0,59131.0,56.26,51.75,51.23,56.26,5.54,6.0221493,52.2132321
351,1450393200.0,0.91,31335.0,59113.0,54.44,51.23,51.48,55.04,6.06,6.0221493,52.2132321
350,1450306800.0,0.78,31292.0,59099.0,59.62,52.3,53.7,59.62,5.43,6.0221493,52.2132321
349,1450220400.0,0.97,31246.0,59088.0,54.73,53.55,46.61,54.73,3.29,6.0221493,52.2132321
348,1450134000.0,0.82,31197.0,59081.0,49.74,45.65,41.37,49.74,4.09,6.0221493,52.2132321
347,1450047600.0,0.89,31145.0,59077.0,50.33,41.37,41.84,50.33,4.42,6.0221493,52.2132321
346,1449961200.0,0.83,31090.0,59077.0,48.13,41.54,41.3,52.33,5.74,6.0221493,52.2132321
345,1449874800.0,0.61,31032.0,59080.0,47.64,42.98,38.24,51.97,6.06,6.0221493,52.2132321
344,1449788400.0,0.86,30971.0,59087.0,46.01,39.13,40.4,46.01,5.14,6.0221493,52.2132321
343,1449702000.0,0.91,30907.0,59097.0,45.85,40.4,39.95,45.85,6.19,6.0221493,52.2132321
342,1449615600.0,0.31,30841.0,59111.0,49.52,41.01,40.84,50.11,6.22,6.0221493,52.2132321
341,1449529200.0,0.41,30772.0,59128.0,55.19,42.12,46.1,55.19,5.64,6.0221493,52.2132321
340,1449442800.0,0.75,30700.0,59149.0,53.64,46.1,46.97,53.64,4.15,6.0221493,52.2132321
339,1449356400.0,0.89,30626.0,59173.0,53.37,50.51,44.47,53.37,5.34,6.0221493,52.2132321
338,1449270000.0,0.58,30550.0,59200.0,47.37,44.32,44.3,47.37,6.22,6.0221493,52.2132321
337,1449183600.0,0.64,30471.0,59230.0,50.66,44.33,46.09,50.66,5.9,6.0221493,52.2132321
336,1449097200.0,0.93,30390.0,59264.0,50.76,46.28,46.75,50.76,6.22,6.0221493,52.2132321
335,1449010800.0,0.91,30307.0,59301.0,52.03,48.11,49.26,52.03,6.22,6.0221493,52.2132321
334,1448924400.0,0.88,30222.0,59341.0,52.14,50.13,43.39,52.14,5.22,6.0221493,52.2132321
