,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1420066800.0,0.59,31553.0,59946.0,40.03,38.04,32.63,40.03,4.36,5.5278266,51.7317098,1.0
1,1420153200.0,0.71,31545.0,60009.0,47.81,37.96,38.66,47.81,5.66,5.5278266,51.7317098,1.0
2,1420239600.0,0.83,31533.0,60075.0,38.93,33.84,36.27,38.93,4.9,5.5278266,51.7317098,1.0
3,1420326000.0,0.47,31519.0,60143.0,44.1,32.81,33.16,44.1,5.67,5.5278266,51.7317098,1.0
4,1420412400.0,0.86,31501.0,60214.0,37.39,32.9,32.62,38.09,3.43,5.5278266,51.7317098,1.0
5,1420498800.0,0.84,31480.0,60288.0,37.69,35.79,32.32,39.1,5.48,5.5278266,51.7317098,1.0
6,1420585200.0,0.62,31455.0,60364.0,44.58,38.14,35.34,44.58,4.82,5.5278266,51.7317098,1.0
7,1420671600.0,0.76,31427.0,60442.0,47.06,41.45,38.79,47.06,4.68,5.5278266,51.7317098,1.0
8,1420758000.0,0.83,31396.0,60523.0,52.54,48.11,41.45,55.51,5.39,5.5278266,51.7317098,1.0
9,1420844400.0,0.81,31362.0,60605.0,54.71,38.32,40.99,56.16,5.79,5.5278266,51.7317098,1.0
10,1420930800.0,0.68,31325.0,60690.0,44.22,42.87,38.32,44.61,6.12,5.5278266,51.7317098,1.0
11,1421017200.0,0.92,31285.0,60777.0,48.82,48.37,43.74,49.21,5.87,5.5278266,51.7317098,1.0
12,1421103600.0,0.83,31242.0,60866.0,50.67,38.32,44.07,51.28,5.52,5.5278266,51.7317098,1.0
13,1421190000.0,0.78,31196.0,60957.0,41.12,37.7,37.7,43.72,6.1,5.5278266,51.7317098,1.0
14,1421276400.0,0.84,31147.0,61049.0,49.85,40.13,40.03,49.85,6.15,5.5278266,51.7317098,1.0
15,1421362800.0,0.64,31095.0,61143.0,46.68,31.81,39.58,46.68,6.26,5.5278266,51.7317098,1.0
16,1421449200.0,0.53,31040.0,61239.0,42.24,34.89,31.45,42.24,5.16,5.5278266,51.7317098,1.0
17,1421535600.0,0.88,30982.0,61336.0,38.87,33.78,34.89,38.87,5.37,5.5278266,51.7317098,1.0
18,1421622000.0,0.92,30922.0,61435.0,35.62,32.81,33.48,35.62,3.17,5.5278266,51.7317098,1.0
19,1421708400.0,0.9,30859.0,61535.0,37.75,29.74,32.67,37.75,3.38,5.5278266,51.7317098,1.0
20,1421794800.0,0.81,30793.0,61636.0,36.56,28.0,29.74,36.56,5.62,5.5278266,51.7317098,1.0
21,1421881200.0,0.84,30725.0,61738.0,32.09,27.53,28.0,32.55,3.23,5.5278266,51.7317098,1.0
