,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
30,1454194800.0,0.78,30006.0,62454.0,43.38,44.87,36.34,49.27,5.33,6.0221493,52.2132321,1.0
29,1454108400.0,0.72,30096.0,62343.0,48.14,36.34,38.06,48.33,5.62,6.0221493,52.2132321,1.0
28,1454022000.0,0.93,30185.0,62232.0,49.14,47.13,39.81,49.14,5.13,6.0221493,52.2132321,1.0
27,1453935600.0,0.38,30271.0,62122.0,47.19,39.12,39.12,50.98,6.16,6.0221493,52.2132321,1.0
26,1453849200.0,0.85,30355.0,62012.0,53.03,40.53,48.35,53.03,5.53,6.0221493,52.2132321,1.0
25,1453762800.0,0.87,30437.0,61903.0,52.11,47.53,45.61,52.2,5.93,6.0221493,52.2132321,1.0
24,1453676400.0,0.73,30516.0,61795.0,58.44,45.61,47.36,58.44,4.65,6.0221493,52.2132321,1.0
23,1453590000.0,0.9,30593.0,61688.0,47.96,47.36,40.52,49.3,3.05,6.0221493,52.2132321,1.0
22,1453503600.0,0.93,30668.0,61582.0,45.13,40.52,37.16,45.13,1.58,6.0221493,52.2132321,1.0
21,1453417200.0,0.54,30740.0,61477.0,36.23,34.83,26.68,36.26,3.76,6.0221493,52.2132321,1.0
20,1453330800.0,0.79,30809.0,61373.0,35.11,26.68,28.07,35.11,1.31,6.0221493,52.2132321,1.0
19,1453244400.0,0.89,30876.0,61271.0,39.75,28.07,29.02,39.75,4.86,6.0221493,52.2132321,1.0
18,1453158000.0,0.53,30940.0,61169.0,32.49,30.05,18.02,32.49,6.09,6.0221493,52.2132321,1.0
17,1453071600.0,0.36,31002.0,61069.0,32.48,18.02,21.1,32.48,5.8,6.0221493,52.2132321,1.0
16,1452985200.0,0.43,31061.0,60971.0,35.15,21.1,23.08,35.15,6.22,6.0221493,52.2132321,1.0
15,1452898800.0,0.65,31116.0,60874.0,38.13,29.96,30.72,38.13,4.39,6.0221493,52.2132321,1.0
14,1452812400.0,0.85,31169.0,60778.0,37.34,30.72,33.1,37.84,4.19,6.0221493,52.2132321,1.0
13,1452726000.0,0.8,31219.0,60685.0,39.92,34.93,34.33,39.92,5.88,6.0221493,52.2132321,1.0
12,1452639600.0,0.59,31266.0,60593.0,43.64,34.33,36.19,43.64,6.01,6.0221493,52.2132321,1.0
11,1452553200.0,0.78,31310.0,60503.0,44.32,39.2,40.23,44.32,5.93,6.0221493,52.2132321,1.0
10,1452466800.0,0.76,31351.0,60415.0,42.4,40.72,36.17,43.22,5.9,6.0221493,52.2132321,1.0
9,1452380400.0,0.7,31389.0,60329.0,49.21,36.17,40.94,49.21,6.22,6.0221493,52.2132321,1.0
8,1452294000.0,0.85,31424.0,60246.0,45.06,41.03,34.53,45.06,5.58,6.0221493,52.2132321,1.0
7,1452207600.0,0.41,31455.0,60164.0,47.67,34.53,35.82,47.67,6.22,6.0221493,52.2132321,1.0
6,1452121200.0,0.8,31483.0,60086.0,43.28,39.84,32.8,43.53,3.71,6.0221493,52.2132321,1.0
5,1452034800.0,0.81,31508.0,60009.0,32.94,32.49,31.02,35.04,1.04,6.0221493,52.2132321,1.0
4,1451948400.0,0.9,31530.0,59935.0,44.07,31.21,36.27,44.07,4.5,6.0221493,52.2132321,1.0
3,1451862000.0,0.7,31548.0,59864.0,38.28,36.85,36.85,40.5,3.27,6.0221493,52.2132321,1.0
2,1451775600.0,0.7,31563.0,59795.0,45.68,37.88,39.87,45.68,4.69,6.0221493,52.2132321,1.0
1,1451689200.0,0.83,31574.0,59729.0,40.59,39.87,38.91,40.59,5.32,6.0221493,52.2132321,1.0
0,1451602800.0,0.75,31582.0,59666.0,41.94,38.91,36.86,42.93,2.13,6.0221493,52.2132321,1.0
59,1456700400.0,0.22,26667.0,65708.0,44.21,23.61,29.74,44.21,6.22,6.0221493,52.2132321,2.0
58,1456614000.0,0.25,26799.0,65599.0,44.07,29.74,28.59,44.07,5.23,6.0221493,52.2132321,2.0
57,1456527600.0,0.4,26930.0,65489.0,43.38,28.59,29.29,43.38,5.67,6.0221493,52.2132321,2.0
56,1456441200.0,0.74,27060.0,65380.0,42.54,29.29,30.21,42.54,4.4,6.0221493,52.2132321,2.0
55,1456354800.0,0.65,27190.0,65269.0,39.9,30.21,29.73,39.9,4.75,6.0221493,52.2132321,2.0
54,1456268400.0,0.62,27318.0,65159.0,42.43,29.73,31.17,42.43,4.66,6.0221493,52.2132321,2.0
53,1456182000.0,0.63,27445.0,65048.0,44.83,31.33,34.7,44.83,4.61,6.0221493,52.2132321,2.0
52,1456095600.0,0.84,27572.0,64937.0,46.7,35.91,39.33,52.25,4.62,6.0221493,52.2132321,2.0
51,1456009200.0,0.92,27697.0,64826.0,52.26,44.8,47.0,52.52,4.38,6.0221493,52.2132321,2.0
50,1455922800.0,0.95,27821.0,64714.0,48.7,46.03,38.52,50.38,4.82,6.0221493,52.2132321,2.0
49,1455836400.0,0.74,27944.0,64602.0,44.94,37.7,34.16,44.94,3.3,6.0221493,52.2132321,2.0
48,1455750000.0,0.85,28066.0,64489.0,40.04,34.16,28.5,40.04,5.39,6.0221493,52.2132321,2.0
