Date,Generated,Efficiency,Number_of_panels,Max_power,System_size,Number_of_inverters,Inverter_size,Postcode,Install_date,Tilt
20140101,1.200,0.385,12,260,3120,1,2800,1447,09/03/13,20.0
20140102,1.200,0.385,12,260,3120,1,2800,1447,09/03/13,20.0
20140103,1.100,0.353,12,260,3120,1,2800,1447,09/03/13,20.0
20140104,1.500,0.481,12,260,3120,1,2800,1447,09/03/13,20.0
20140105,3.300,1.058,12,260,3120,1,2800,1447,09/03/13,20.0
20140106,1.500,0.481,12,260,3120,1,2800,1447,09/03/13,20.0
20140107,1.000,0.321,12,260,3120,1,2800,1447,09/03/13,20.0
20140108,1.400,0.449,12,260,3120,1,2800,1447,09/03/13,20.0
20140109,0.600,0.192,12,260,3120,1,2800,1447,09/03/13,20.0
20140110,2.700,0.865,12,260,3120,1,2800,1447,09/03/13,20.0
20140111,1.500,0.481,12,260,3120,1,2800,1447,09/03/13,20.0
20140112,4.100,1.314,12,260,3120,1,2800,1447,09/03/13,20.0
20140113,2.500,0.801,12,260,3120,1,2800,1447,09/03/13,20.0
20140114,0.800,0.256,12,260,3120,1,2800,1447,09/03/13,20.0
20140115,0.400,0.128,12,260,3120,1,2800,1447,09/03/13,20.0
20140116,0.400,0.128,12,260,3120,1,2800,1447,09/03/13,20.0
20140117,0.900,0.288,12,260,3120,1,2800,1447,09/03/13,20.0
20140118,2.500,0.801,12,260,3120,1,2800,1447,09/03/13,20.0
20140119,1.500,0.481,12,260,3120,1,2800,1447,09/03/13,20.0
20140120,0.300,0.096,12,260,3120,1,2800,1447,09/03/13,20.0
20140121,0.400,0.128,12,260,3120,1,2800,1447,09/03/13,20.0
20140122,2.100,0.673,12,260,3120,1,2800,1447,09/03/13,20.0
20140123,0.400,0.128,12,260,3120,1,2800,1447,09/03/13,20.0
20140124,2.400,0.769,12,260,3120,1,2800,1447,09/03/13,20.0
20140125,1.400,0.449,12,260,3120,1,2800,1447,09/03/13,20.0
20140126,1.800,0.577,12,260,3120,1,2800,1447,09/03/13,20.0
20140127,1.900,0.609,12,260,3120,1,2800,1447,09/03/13,20.0
20140128,1.800,0.577,12,260,3120,1,2800,1447,09/03/13,20.0
20140129,1.400,0.449,12,260,3120,1,2800,1447,09/03/13,20.0
20140130,2.200,0.705,12,260,3120,1,2800,1447,09/03/13,20.0
20140131,5.200,1.667,12,260,3120,1,2800,1447,09/03/13,20.0
20140201,2.000,0.641,12,260,3120,1,2800,1447,09/03/13,20.0
20140202,4.800,1.538,12,260,3120,1,2800,1447,09/03/13,20.0
20140203,7.000,2.244,12,260,3120,1,2800,1447,09/03/13,20.0
20140204,4.400,1.410,12,260,3120,1,2800,1447,09/03/13,20.0
20140205,5.100,1.635,12,260,3120,1,2800,1447,09/03/13,20.0
20140206,3.400,1.090,12,260,3120,1,2800,1447,09/03/13,20.0
20140207,0.400,0.128,12,260,3120,1,2800,1447,09/03/13,20.0
20140208,0.300,0.096,12,260,3120,1,2800,1447,09/03/13,20.0
20140209,1.200,0.385,12,260,3120,1,2800,1447,09/03/13,20.0
20140210,2.400,0.769,12,260,3120,1,2800,1447,09/03/13,20.0
20140211,3.500,1.122,12,260,3120,1,2800,1447,09/03/13,20.0
20140212,2.700,0.865,12,260,3120,1,2800,1447,09/03/13,20.0
20140213,2.800,0.897,12,260,3120,1,2800,1447,09/03/13,20.0
20140214,3.300,1.058,12,260,3120,1,2800,1447,09/03/13,20.0
20140215,4.400,1.410,12,260,3120,1,2800,1447,09/03/13,20.0
20140216,5.800,1.859,12,260,3120,1,2800,1447,09/03/13,20.0
20140217,4.000,1.282,12,260,3120,1,2800,1447,09/03/13,20.0
20140218,2.400,0.769,12,260,3120,1,2800,1447,09/03/13,20.0
20140219,3.600,1.154,12,260,3120,1,2800,1447,09/03/13,20.0
20140220,0.900,0.288,12,260,3120,1,2800,1447,09/03/13,20.0
20140221,5.600,1.795,12,260,3120,1,2800,1447,09/03/13,20.0
20140222,4.500,1.442,12,260,3120,1,2800,1447,09/03/13,20.0
20140223,6.300,2.019,12,260,3120,1,2800,1447,09/03/13,20.0
20140224,7.600,2.436,12,260,3120,1,2800,1447,09/03/13,20.0
20140225,3.100,0.994,12,260,3120,1,2800,1447,09/03/13,20.0
20140226,8.100,2.596,12,260,3120,1,2800,1447,09/03/13,20.0
20140227,2.600,0.833,12,260,3120,1,2800,1447,09/03/13,20.0
20140228,4.900,1.571,12,260,3120,1,2800,1447,09/03/13,20.0
20140301,4.000,1.282,12,260,3120,1,2800,1447,09/03/13,20.0
20140302,10.000,3.205,12,260,3120,1,2800,1447,09/03/13,20.0
20140303,2.200,0.705,12,260,3120,1,2800,1447,09/03/13,20.0
20140304,6.900,2.212,12,260,3120,1,2800,1447,09/03/13,20.0
20140305,10.600,3.397,12,260,3120,1,2800,1447,09/03/13,20.0
