,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
30,1359586800.0,0.78,29939.0,62536.0,47.99,43.24,43.28,47.99,6.22,6.0221493,52.2132321,1.0
29,1359500400.0,0.84,30031.0,62424.0,54.4,43.43,46.86,54.79,5.96,6.0221493,52.2132321,1.0
28,1359414000.0,0.96,30121.0,62313.0,51.53,52.4,42.4,53.37,4.49,6.0221493,52.2132321,1.0
27,1359327600.0,0.7,30209.0,62202.0,43.25,40.31,35.39,43.25,6.03,6.0221493,52.2132321,1.0
26,1359241200.0,0.91,30295.0,62092.0,40.98,35.39,34.02,40.98,5.18,6.0221493,52.2132321,1.0
25,1359154800.0,0.98,30378.0,61983.0,32.2,32.49,24.99,33.67,4.55,6.0221493,52.2132321,1.0
24,1359068400.0,0.91,30459.0,61874.0,26.12,24.99,19.51,27.61,3.24,6.0221493,52.2132321,1.0
23,1358982000.0,0.88,30538.0,61766.0,31.1,19.51,21.29,31.1,5.55,6.0221493,52.2132321,1.0
22,1358895600.0,0.95,30614.0,61660.0,26.69,21.29,21.39,26.69,4.06,6.0221493,52.2132321,1.0
21,1358809200.0,0.79,30688.0,61554.0,28.04,21.13,21.13,28.04,4.41,6.0221493,52.2132321,1.0
20,1358722800.0,1.0,30760.0,61449.0,28.83,24.92,26.84,28.83,2.53,6.0221493,52.2132321,1.0
19,1358636400.0,0.98,30828.0,61345.0,24.51,25.34,21.58,26.89,5.13,6.0221493,52.2132321,1.0
18,1358550000.0,0.91,30895.0,61243.0,25.67,21.67,22.99,27.76,6.22,6.0221493,52.2132321,1.0
17,1358463600.0,0.95,30958.0,61142.0,31.23,25.48,28.0,31.23,4.65,6.0221493,52.2132321,1.0
16,1358377200.0,0.98,31019.0,61042.0,28.86,27.04,21.47,28.86,2.14,6.0221493,52.2132321,1.0
15,1358290800.0,0.92,31077.0,60944.0,24.33,21.47,18.17,24.44,2.41,6.0221493,52.2132321,1.0
14,1358204400.0,0.87,31132.0,60848.0,27.45,18.17,25.23,27.45,4.2,6.0221493,52.2132321,1.0
13,1358118000.0,0.86,31184.0,60753.0,29.14,25.9,25.26,29.14,6.01,6.0221493,52.2132321,1.0
12,1358031600.0,0.74,31233.0,60660.0,31.9,25.26,24.3,31.9,6.22,6.0221493,52.2132321,1.0
11,1357945200.0,0.81,31279.0,60568.0,35.75,24.3,27.81,35.75,6.06,6.0221493,52.2132321,1.0
10,1357858800.0,0.95,31322.0,60479.0,36.73,31.72,31.12,36.73,6.11,6.0221493,52.2132321,1.0
9,1357772400.0,0.94,31362.0,60392.0,44.84,31.12,33.16,44.84,5.76,6.0221493,52.2132321,1.0
8,1357686000.0,0.96,31399.0,60307.0,44.16,39.63,41.43,44.16,2.8,6.0221493,52.2132321,1.0
7,1357599600.0,0.99,31433.0,60224.0,46.46,42.37,42.55,46.46,3.65,6.0221493,52.2132321,1.0
6,1357513200.0,0.99,31464.0,60143.0,46.83,42.55,43.45,46.83,1.85,6.0221493,52.2132321,1.0
5,1357426800.0,0.95,31491.0,60065.0,48.42,44.59,44.93,48.42,3.25,6.0221493,52.2132321,1.0
4,1357340400.0,0.91,31515.0,59989.0,47.27,44.59,44.59,47.27,3.01,6.0221493,52.2132321,1.0
3,1357254000.0,0.99,31536.0,59916.0,49.43,46.11,46.83,49.57,2.5,6.0221493,52.2132321,1.0
2,1357167600.0,0.95,31553.0,59845.0,51.51,49.18,43.61,51.51,3.42,6.0221493,52.2132321,1.0
1,1357081200.0,0.75,31567.0,59777.0,45.75,43.61,39.05,45.75,5.88,6.0221493,52.2132321,1.0
0,1356994800.0,0.73,31577.0,59712.0,46.5,38.1,38.1,47.42,5.93,6.0221493,52.2132321,1.0
58,1362006000.0,0.92,26703.0,65679.0,39.52,35.69,33.28,39.52,4.71,6.0221493,52.2132321,2.0
57,1361919600.0,1.0,26835.0,65569.0,35.89,33.28,33.47,35.89,3.77,6.0221493,52.2132321,2.0
56,1361833200.0,0.99,26966.0,65460.0,39.58,33.47,35.06,39.58,2.09,6.0221493,52.2132321,2.0
55,1361746800.0,1.0,27096.0,65350.0,35.65,34.97,33.45,35.65,1.74,6.0221493,52.2132321,2.0
54,1361660400.0,0.96,27225.0,65240.0,33.75,32.9,30.05,33.75,3.69,6.0221493,52.2132321,2.0
53,1361574000.0,0.85,27353.0,65129.0,33.75,30.05,23.94,33.75,5.43,6.0221493,52.2132321,2.0
52,1361487600.0,0.82,27480.0,65018.0,32.07,23.94,25.65,32.07,6.19,6.0221493,52.2132321,2.0
51,1361401200.0,0.91,27606.0,64907.0,34.26,25.65,27.68,34.26,6.22,6.0221493,52.2132321,2.0
50,1361314800.0,0.73,27731.0,64795.0,34.65,27.68,27.75,34.65,6.22,6.0221493,52.2132321,2.0
49,1361228400.0,0.96,27855.0,64684.0,40.06,27.75,34.04,40.06,3.41,6.0221493,52.2132321,2.0
48,1361142000.0,0.95,27978.0,64571.0,42.88,34.04,31.3,42.88,4.42,6.0221493,52.2132321,2.0
47,1361055600.0,0.83,28100.0,64459.0,42.49,31.3,32.58,42.49,4.27,6.0221493,52.2132321,2.0
46,1360969200.0,0.97,28220.0,64346.0,44.22,33.22,37.89,44.22,1.97,6.0221493,52.2132321,2.0
45,1360882800.0,0.99,28339.0,64234.0,41.11,38.15,32.65,41.11,0.85,6.0221493,52.2132321,2.0
44,1360796400.0,0.83,28456.0,64121.0,33.23,31.61,27.16,33.23,3.99,6.0221493,52.2132321,2.0
43,1360710000.0,0.73,28573.0,64007.0,36.26,27.16,28.14,36.26,5.63,6.0221493,52.2132321,2.0
42,1360623600.0,0.87,28688.0,63894.0,33.65,29.13,28.95,33.65,6.22,6.0221493,52.2132321,2.0
41,1360537200.0,0.71,28801.0,63781.0,33.77,28.95,26.57,33.77,6.19,6.0221493,52.2132321,2.0
40,1360450800.0,0.63,28913.0,63667.0,34.99,26.57,28.81,34.99,4.87,6.0221493,52.2132321,2.0
39,1360364400.0,0.87,29023.0,63553.0,36.16,30.43,26.47,36.16,3.13,6.0221493,52.2132321,2.0
38,1360278000.0,0.93,29132.0,63440.0,37.06,26.47,31.56,37.06,4.9,6.0221493,52.2132321,2.0
37,1360191600.0,0.76,29239.0,63326.0,39.74,32.69,33.2,39.74,6.06,6.0221493,52.2132321,2.0
36,1360105200.0,0.69,29345.0,63213.0,40.56,33.2,32.93,40.56,4.84,6.0221493,52.2132321,2.0
35,1360018800.0,0.78,29448.0,63099.0,38.92,32.93,33.11,43.42,6.22,6.0221493,52.2132321,2.0
34,1359932400.0,0.84,29550.0,62986.0,49.17,36.27,43.67,49.17,5.11,6.0221493,52.2132321,2.0
33,1359846000.0,0.85,29650.0,62873.0,41.28,42.42,35.45,43.76,5.58,6.0221493,52.2132321,2.0
32,1359759600.0,0.8,29748.0,62760.0,41.95,35.45,34.86,41.95,5.06,6.0221493,52.2132321,2.0
31,1359673200.0,0.93,29845.0,62648.0,43.95,36.14,36.32,45.32,5.85,6.0221493,52.2132321,2.0
89,1364684400.0,0.8,22399.0,68935.0,37.32,25.3,25.75,37.32,5.78,6.0221493,52.2132321,3.0
88,1364598000.0,0.89,22539.0,68832.0,39.08,25.75,27.73,39.08,4.24,6.0221493,52.2132321,3.0
87,1364511600.0,0.9,22679.0,68729.0,36.41,27.73,28.95,36.41,3.96,6.0221493,52.2132321,3.0
86,1364425200.0,0.73,22820.0,68626.0,37.21,29.33,26.59,37.21,5.86,6.0221493,52.2132321,3.0
85,1364338800.0,0.59,22960.0,68523.0,42.61,26.59,25.19,42.61,6.22,6.0221493,52.2132321,3.0
84,1364252400.0,0.55,23101.0,68420.0,41.05,25.19,25.91,41.05,6.22,6.0221493,52.2132321,3.0
83,1364166000.0,0.88,23242.0,68317.0,38.33,25.91,26.64,38.33,6.22,6.0221493,52.2132321,3.0
82,1364079600.0,0.96,23383.0,68214.0,36.44,26.64,24.43,36.44,6.22,6.0221493,52.2132321,3.0
81,1363993200.0,0.87,23525.0,68110.0,34.44,24.43,27.46,34.44,6.22,6.0221493,52.2132321,3.0
80,1363906800.0,0.76,23666.0,68007.0,37.2,29.45,27.52,37.2,5.33,6.0221493,52.2132321,3.0
79,1363820400.0,0.86,23807.0,67903.0,40.27,27.52,30.3,40.27,6.11,6.0221493,52.2132321,3.0
78,1363734000.0,0.97,23948.0,67800.0,35.32,31.49,32.62,35.32,5.56,6.0221493,52.2132321,3.0
77,1363647600.0,0.98,24089.0,67696.0,41.57,32.62,34.1,41.57,2.89,6.0221493,52.2132321,3.0
76,1363561200.0,0.79,24230.0,67592.0,50.8,34.1,38.16,50.8,5.85,6.0221493,52.2132321,3.0
75,1363474800.0,0.91,24370.0,67488.0,46.95,38.16,35.17,46.95,5.44,6.0221493,52.2132321,3.0
74,1363388400.0,0.89,24511.0,67384.0,46.14,35.17,34.54,46.14,6.22,6.0221493,52.2132321,3.0
73,1363302000.0,0.82,24651.0,67279.0,37.53,34.0,21.57,37.53,5.09,6.0221493,52.2132321,3.0
72,1363215600.0,0.7,24791.0,67174.0,37.87,21.57,25.47,37.87,6.01,6.0221493,52.2132321,3.0
71,1363129200.0,0.71,24931.0,67069.0,39.56,25.81,17.29,39.56,5.98,6.0221493,52.2132321,3.0
70,1363042800.0,0.83,25070.0,66964.0,31.81,17.29,22.23,31.81,6.22,6.0221493,52.2132321,3.0
69,1362956400.0,0.95,25209.0,66859.0,29.62,25.02,26.72,29.62,6.01,6.0221493,52.2132321,3.0
68,1362870000.0,0.98,25348.0,66753.0,32.28,26.72,29.17,36.33,5.09,6.0221493,52.2132321,3.0
67,1362783600.0,0.95,25486.0,66647.0,41.04,32.04,37.39,41.1,3.91,6.0221493,52.2132321,3.0
66,1362697200.0,0.89,25623.0,66540.0,52.58,39.38,41.64,52.58,2.83,6.0221493,52.2132321,3.0
65,1362610800.0,0.89,25761.0,66434.0,50.87,44.24,43.54,50.87,5.8,6.0221493,52.2132321,3.0
64,1362524400.0,0.93,25897.0,66327.0,63.0,43.54,39.88,63.0,6.22,6.0221493,52.2132321,3.0
63,1362438000.0,0.58,26033.0,66220.0,60.62,39.88,34.97,60.62,6.22,6.0221493,52.2132321,3.0
62,1362351600.0,0.63,26169.0,66112.0,52.11,34.97,28.42,52.11,6.14,6.0221493,52.2132321,3.0
61,1362265200.0,0.91,26303.0,66004.0,42.5,28.42,32.85,42.5,5.1,6.0221493,52.2132321,3.0
60,1362178800.0,1.0,26437.0,65896.0,40.57,35.98,35.28,40.57,6.22,6.0221493,52.2132321,3.0
59,1362092400.0,0.98,26571.0,65787.0,40.63,35.28,36.29,40.63,4.63,6.0221493,52.2132321,3.0
119,1367272800.0,0.73,22085.0,75630.0,58.87,36.81,38.65,58.87,6.22,6.0221493,52.2132321,4.0
118,1367186400.0,0.7,22202.0,75527.0,55.37,38.65,39.34,55.37,6.22,6.0221493,52.2132321,4.0
117,1367100000.0,0.62,22320.0,75424.0,55.89,39.34,31.32,55.89,6.22,6.0221493,52.2132321,4.0
116,1367013600.0,0.8,22439.0,75321.0,52.05,31.32,38.06,52.05,5.94,6.0221493,52.2132321,4.0
115,1366927200.0,0.75,22559.0,75218.0,51.0,38.06,42.69,57.67,5.03,6.0221493,52.2132321,4.0
114,1366840800.0,0.82,22681.0,75115.0,73.95,49.96,50.38,73.95,5.89,6.0221493,52.2132321,4.0
113,1366754400.0,0.71,22804.0,75011.0,70.07,50.38,42.94,70.07,5.74,6.0221493,52.2132321,4.0
112,1366668000.0,0.89,22928.0,74908.0,58.86,42.94,47.04,58.86,5.47,6.0221493,52.2132321,4.0
111,1366581600.0,0.57,23053.0,74804.0,61.17,48.88,32.1,61.17,6.05,6.0221493,52.2132321,4.0
110,1366495200.0,0.7,23179.0,74700.0,60.05,32.1,33.63,60.05,6.22,6.0221493,52.2132321,4.0
109,1366408800.0,0.51,23306.0,74597.0,54.54,33.63,32.91,54.54,6.01,6.0221493,52.2132321,4.0
108,1366322400.0,0.68,23434.0,74493.0,52.13,32.91,42.08,52.13,6.16,6.0221493,52.2132321,4.0
107,1366236000.0,0.64,23563.0,74389.0,60.34,43.29,50.52,62.68,6.22,6.0221493,52.2132321,4.0
106,1366149600.0,0.77,23693.0,74285.0,69.64,53.68,48.1,69.64,4.58,6.0221493,52.2132321,4.0
105,1366063200.0,0.81,23823.0,74182.0,64.23,48.1,41.67,64.23,4.12,6.0221493,52.2132321,4.0
104,1365976800.0,0.76,23955.0,74078.0,62.58,41.67,49.83,62.58,5.24,6.0221493,52.2132321,4.0
103,1365890400.0,0.88,24087.0,73975.0,67.9,52.2,50.36,67.9,6.15,6.0221493,52.2132321,4.0
102,1365804000.0,0.92,24220.0,73871.0,57.97,50.36,43.12,57.97,5.47,6.0221493,52.2132321,4.0
101,1365717600.0,0.9,24354.0,73768.0,55.92,43.12,40.7,55.92,3.82,6.0221493,52.2132321,4.0
100,1365631200.0,0.87,24489.0,73664.0,51.13,40.7,35.99,51.13,3.31,6.0221493,52.2132321,4.0
99,1365544800.0,0.78,24624.0,73561.0,50.74,35.99,36.3,50.74,2.68,6.0221493,52.2132321,4.0
98,1365458400.0,0.81,24760.0,73458.0,52.05,41.11,36.11,52.05,4.59,6.0221493,52.2132321,4.0
97,1365372000.0,0.88,24896.0,73354.0,51.81,36.11,32.26,51.81,6.22,6.0221493,52.2132321,4.0
96,1365285600.0,0.67,25033.0,73251.0,52.15,32.26,28.74,52.15,4.86,6.0221493,52.2132321,4.0
95,1365199200.0,0.93,25170.0,73148.0,47.32,28.74,35.76,47.32,6.22,6.0221493,52.2132321,4.0
94,1365112800.0,1.0,25308.0,73045.0,45.05,35.76,34.3,45.05,6.22,6.0221493,52.2132321,4.0
93,1365026400.0,0.97,25447.0,72942.0,41.34,34.33,33.53,41.34,6.22,6.0221493,52.2132321,4.0
92,1364940000.0,0.59,25585.0,72839.0,45.79,33.53,30.72,45.79,6.22,6.0221493,52.2132321,4.0
91,1364853600.0,0.57,25725.0,72736.0,47.43,30.72,27.52,47.43,6.22,6.0221493,52.2132321,4.0
90,1364767200.0,0.55,25864.0,72633.0,45.19,27.52,25.3,45.19,6.06,6.0221493,52.2132321,4.0
150,1369951200.0,0.76,19369.0,78447.0,71.23,51.0,53.91,71.23,4.85,6.0221493,52.2132321,5.0
149,1369864800.0,0.95,19422.0,78376.0,62.45,53.91,50.9,62.45,4.37,6.0221493,52.2132321,5.0
148,1369778400.0,0.88,19478.0,78304.0,54.39,50.9,50.29,58.63,4.67,6.0221493,52.2132321,5.0
147,1369692000.0,0.54,19537.0,78230.0,72.76,50.29,45.76,72.76,6.22,6.0221493,52.2132321,5.0
146,1369605600.0,0.67,19598.0,78153.0,68.17,45.76,45.54,68.17,6.16,6.0221493,52.2132321,5.0
145,1369519200.0,0.95,19662.0,78075.0,54.21,45.54,46.3,54.21,5.92,6.0221493,52.2132321,5.0
144,1369432800.0,0.78,19728.0,77995.0,58.29,46.27,40.26,58.29,6.22,6.0221493,52.2132321,5.0
143,1369346400.0,0.65,19797.0,77914.0,57.48,40.26,35.58,57.48,5.23,6.0221493,52.2132321,5.0
142,1369260000.0,0.79,19868.0,77831.0,46.83,35.58,38.3,46.83,6.22,6.0221493,52.2132321,5.0
