,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility
0,1388530800.0,0.7,31579.0,59696.0,47.08,45.88,40.09,47.5,5.85
1,1388617200.0,0.78,31569.0,59761.0,50.66,42.66,43.15,50.66,6.11
2,1388703600.0,0.79,31556.0,59828.0,52.8,42.32,42.46,52.8,5.9
3,1388790000.0,0.71,31540.0,59898.0,48.2,40.48,42.02,48.2,6.22
4,1388876400.0,0.81,31520.0,59971.0,45.66,40.27,39.55,45.66,6.11
5,1388962800.0,0.89,31497.0,60046.0,56.28,49.12,40.86,56.28,6.22
6,1389049200.0,0.72,31470.0,60124.0,53.47,46.78,49.12,53.47,6.22
7,1389135600.0,0.77,31441.0,60204.0,49.96,43.14,43.14,49.96,6.22
8,1389222000.0,0.9,31408.0,60286.0,53.19,39.37,43.9,53.19,6.22
9,1389308400.0,0.66,31372.0,60371.0,46.59,38.61,38.95,46.59,5.96
10,1389394800.0,0.81,31332.0,60458.0,43.43,32.13,36.66,43.43,4.49
11,1389481200.0,0.6,31290.0,60547.0,41.52,33.92,31.57,41.52,3.69
12,1389567600.0,0.78,31244.0,60637.0,48.61,36.11,33.92,48.61,6.01
13,1389654000.0,0.68,31196.0,60730.0,46.37,36.21,36.11,46.37,5.09
14,1389740400.0,0.98,31144.0,60824.0,40.73,40.79,36.21,41.65,4.86
15,1389826800.0,0.86,31090.0,60921.0,47.01,42.66,41.95,47.01,5.93
16,1389913200.0,0.93,31033.0,61018.0,48.32,42.95,42.66,48.32,6.01
17,1389999600.0,0.94,30973.0,61118.0,48.37,39.14,40.83,48.37,6.22
18,1390086000.0,0.88,30910.0,61218.0,45.22,38.37,38.96,45.22,6.22
19,1390172400.0,0.98,30845.0,61320.0,39.12,34.39,34.65,42.35,3.03
20,1390258800.0,0.99,30776.0,61424.0,38.56,37.23,34.39,39.12,1.94
21,1390345200.0,0.95,30706.0,61528.0,40.84,31.04,34.98,40.84,3.29
22,1390431600.0,0.92,30632.0,61634.0,39.16,36.29,31.04,39.63,3.11
23,1390518000.0,0.97,30557.0,61740.0,40.72,33.88,35.25,40.72,3.22
24,1390604400.0,0.96,30478.0,61848.0,41.29,38.3,33.88,41.29,3.22
25,1390690800.0,0.89,30398.0,61956.0,44.21,36.47,37.03,44.21,5.69
26,1390777200.0,0.8,30315.0,62065.0,40.04,37.1,36.01,41.11,6.19
27,1390863600.0,0.62,30230.0,62175.0,44.26,31.5,36.31,44.26,6.22
28,1390950000.0,0.65,30142.0,62286.0,33.96,27.4,29.05,35.57,4.87
29,1391036400.0,0.8,30053.0,62397.0,38.08,27.81,27.4,38.08,3.88
30,1391122800.0,0.73,29961.0,62508.0,44.11,40.33,27.62,44.11,4.09
31,1391209200.0,0.88,29867.0,62620.0,46.26,36.64,40.33,46.26,5.85
32,1391295600.0,0.4,29772.0,62733.0,46.87,32.02,36.64,46.87,6.22
33,1391382000.0,0.51,29674.0,62845.0,46.0,37.01,32.02,46.0,6.09
34,1391468400.0,0.7,29574.0,62958.0,48.58,37.63,37.01,48.58,6.03
35,1391554800.0,0.78,29473.0,63072.0,49.81,44.8,37.63,49.81,6.22
36,1391641200.0,0.85,29370.0,63185.0,50.06,43.02,43.02,50.06,6.22
37,1391727600.0,0.86,29265.0,63299.0,49.51,39.21,40.61,49.51,5.8
38,1391814000.0,0.77,29158.0,63412.0,46.94,40.95,39.21,46.94,6.22
39,1391900400.0,0.88,29050.0,63526.0,45.36,36.2,40.74,45.36,6.19
40,1391986800.0,0.76,28940.0,63639.0,45.09,37.01,36.2,45.09,6.22
41,1392073200.0,0.84,28828.0,63753.0,47.12,37.21,37.01,47.12,5.8
42,1392159600.0,0.74,28715.0,63866.0,48.63,40.24,37.21,48.63,5.85
43,1392246000.0,0.83,28601.0,63980.0,45.03,35.36,36.9,45.03,6.11
44,1392332400.0,0.57,28485.0,64093.0,45.32,42.07,35.36,45.32,6.03
45,1392418800.0,0.84,28367.0,64206.0,52.79,42.3,44.92,52.79,6.22
46,1392505200.0,0.68,28249.0,64319.0,48.99,34.76,36.06,48.99,6.22
47,1392591600.0,0.82,28129.0,64432.0,49.77,38.96,34.76,49.77,6.22
48,1392678000.0,0.98,28007.0,64544.0,47.11,42.98,38.96,47.11,6.22
49,1392764400.0,0.96,27885.0,64656.0,49.8,42.6,42.98,49.8,4.66
50,1392850800.0,0.93,27761.0,64768.0,48.97,42.9,42.6,48.97,5.25
51,1392937200.0,0.63,27637.0,64880.0,48.16,38.96,40.55,48.24,6.22
52,1393023600.0,0.67,27511.0,64991.0,48.05,37.63,38.96,48.05,6.22
53,1393110000.0,0.42,27384.0,65102.0,52.69,37.66,37.63,52.69,6.22
54,1393196400.0,0.4,27256.0,65213.0,55.98,42.63,37.66,55.98,6.22
55,1393282800.0,0.66,27127.0,65323.0,53.03,40.36,42.63,53.03,6.22
56,1393369200.0,0.78,26997.0,65433.0,52.68,36.42,40.36,52.68,6.22
57,1393455600.0,0.59,26867.0,65543.0,49.15,38.15,36.42,49.15,5.65
58,1393542000.0,0.86,26735.0,65652.0,47.55,37.58,38.15,47.55,4.92
59,1393628400.0,0.95,26603.0,65761.0,47.72,37.67,37.58,47.72,5.25
60,1393714800.0,0.61,26470.0,65870.0,49.43,38.86,37.67,49.43,5.17
61,1393801200.0,0.79,26336.0,65978.0,46.44,30.89,35.77,46.44,6.22
62,1393887600.0,0.47,26201.0,66086.0,52.6,37.85,30.89,52.6,5.64
63,1393974000.0,0.68,26066.0,66194.0,52.45,32.75,35.49,52.45,3.7
64,1394060400.0,0.47,25930.0,66301.0,56.33,38.51,32.75,56.33,4.97
65,1394146800.0,0.61,25794.0,66408.0,56.17,35.5,38.51,56.17,4.92
66,1394233200.0,0.47,25657.0,66515.0,60.67,43.8,35.5,60.67,4.47
67,1394319600.0,0.34,25519.0,66621.0,68.61,38.8,43.8,68.61,5.39
68,1394406000.0,0.37,25381.0,66727.0,66.78,44.98,38.8,66.78,5.44
69,1394492400.0,0.68,25243.0,66833.0,57.42,37.02,44.98,57.42,3.72
70,1394578800.0,0.38,25104.0,66938.0,62.53,33.08,37.02,62.53,5.7
