,time,cloudCover,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMin,temperatureMax,visibility,longitude,latitude,month
0,1451602800.0,0.52,31798.0,59959.0,44.5,41.26,37.72,45.5,4.59,4.9632883,52.0881698,1.0
1,1451689200.0,0.62,31790.0,60021.0,44.42,44.07,40.94,44.42,5.58,4.9632883,52.0881698,1.0
2,1451775600.0,0.74,31779.0,60087.0,46.48,40.44,42.07,46.48,5.3,4.9632883,52.0881698,1.0
3,1451862000.0,0.77,31764.0,60156.0,44.91,43.37,40.44,44.91,5.16,4.9632883,52.0881698,1.0
4,1451948400.0,0.81,31746.0,60227.0,45.95,39.52,43.37,45.95,5.88,4.9632883,52.0881698,1.0
5,1452034800.0,0.92,31725.0,60300.0,39.86,37.79,37.74,42.88,2.16,4.9632883,52.0881698,1.0
6,1452121200.0,0.68,31701.0,60377.0,44.93,42.96,38.78,45.46,4.76,4.9632883,52.0881698,1.0
7,1452207600.0,0.51,31673.0,60455.0,47.01,36.9,37.77,47.01,6.22,4.9632883,52.0881698,1.0
8,1452294000.0,0.77,31642.0,60536.0,45.65,43.66,36.9,45.65,5.48,4.9632883,52.0881698,1.0
9,1452380400.0,0.55,31607.0,60619.0,47.4,37.81,42.64,47.4,6.22,4.9632883,52.0881698,1.0
10,1452466800.0,0.71,31570.0,60705.0,43.79,42.63,37.81,43.95,6.05,4.9632883,52.0881698,1.0
11,1452553200.0,0.73,31529.0,60792.0,44.51,41.55,41.55,44.51,6.22,4.9632883,52.0881698,1.0
12,1452639600.0,0.58,31486.0,60882.0,42.65,36.53,37.61,43.88,6.2,4.9632883,52.0881698,1.0
13,1452726000.0,0.65,31439.0,60973.0,41.43,36.61,36.53,41.43,5.86,4.9632883,52.0881698,1.0
14,1452812400.0,0.56,31390.0,61066.0,38.6,33.81,35.26,38.6,5.94,4.9632883,52.0881698,1.0
15,1452898800.0,0.48,31337.0,61161.0,41.13,30.93,33.81,41.13,6.05,4.9632883,52.0881698,1.0
16,1452985200.0,0.46,31282.0,61258.0,37.67,24.64,27.23,37.67,6.22,4.9632883,52.0881698,1.0
17,1453071600.0,0.74,31224.0,61356.0,32.51,22.39,24.64,32.51,6.22,4.9632883,52.0881698,1.0
18,1453158000.0,0.67,31163.0,61455.0,34.43,33.09,22.39,34.43,5.97,4.9632883,52.0881698,1.0
19,1453244400.0,0.62,31099.0,61556.0,40.02,29.18,33.39,40.02,5.8,4.9632883,52.0881698,1.0
20,1453330800.0,0.69,31032.0,61659.0,34.07,29.43,29.18,34.07,1.29,4.9632883,52.0881698,1.0
21,1453417200.0,0.78,30963.0,61762.0,37.15,36.73,29.43,40.02,4.55,4.9632883,52.0881698,1.0
22,1453503600.0,0.64,30892.0,61867.0,47.91,41.84,40.86,47.91,4.8,4.9632883,52.0881698,1.0
23,1453590000.0,0.87,30818.0,61972.0,49.48,46.75,41.84,49.66,3.41,4.9632883,52.0881698,1.0
24,1453676400.0,0.79,30741.0,62079.0,57.57,44.06,46.75,57.57,4.99,4.9632883,52.0881698,1.0
25,1453762800.0,0.53,30662.0,62186.0,51.64,48.45,44.06,51.64,5.95,4.9632883,52.0881698,1.0
26,1453849200.0,0.84,30581.0,62294.0,53.38,41.8,49.49,53.38,5.71,4.9632883,52.0881698,1.0
27,1453935600.0,0.43,30498.0,62403.0,47.38,41.49,41.06,50.06,6.19,4.9632883,52.0881698,1.0
28,1454022000.0,0.91,30412.0,62513.0,49.77,47.84,41.51,49.77,5.75,4.9632883,52.0881698,1.0
29,1454108400.0,0.59,30324.0,62623.0,48.35,40.98,41.65,49.37,5.88,4.9632883,52.0881698,1.0
30,1454194800.0,0.61,30234.0,62734.0,47.29,49.47,40.98,50.76,5.65,4.9632883,52.0881698,1.0
31,1454281200.0,0.72,30141.0,62845.0,53.02,48.67,50.8,53.02,5.68,4.9632883,52.0881698,2.0
32,1454367600.0,0.41,30047.0,62957.0,49.25,40.75,44.91,52.12,6.16,4.9632883,52.0881698,2.0
33,1454454000.0,0.43,29951.0,63069.0,44.33,38.94,39.83,44.33,6.13,4.9632883,52.0881698,2.0
34,1454540400.0,0.63,29853.0,63181.0,45.79,40.63,38.94,45.79,6.09,4.9632883,52.0881698,2.0
35,1454626800.0,0.81,29753.0,63294.0,51.34,48.25,40.63,51.34,5.87,4.9632883,52.0881698,2.0
36,1454713200.0,0.85,29651.0,63407.0,51.07,46.21,47.91,51.07,6.2,4.9632883,52.0881698,2.0
37,1454799600.0,0.57,29548.0,63520.0,48.51,44.68,44.68,52.35,6.17,4.9632883,52.0881698,2.0
38,1454886000.0,0.71,29442.0,63633.0,49.02,43.03,45.3,49.02,5.63,4.9632883,52.0881698,2.0
