,Date,Generated,Efficiency,Number_of_panels,Max_power,System_size,Number_of_inverters,Inverter_size,Postcode,Install_date,Tilt
0,1483225200.0,0.521,0.149,10,175,3500,1,4000,5552,1250719200.0,45.0
1,1483311600.0,7.337,2.096,10,175,3500,1,4000,5552,1250719200.0,45.0
2,1483398000.0,3.357,0.959,10,175,3500,1,4000,5552,1250719200.0,45.0
3,1483484400.0,2.816,0.805,10,175,3500,1,4000,5552,1250719200.0,45.0
4,1483570800.0,9.211,2.632,10,175,3500,1,4000,5552,1250719200.0,45.0
5,1483657200.0,9.035,2.581,10,175,3500,1,4000,5552,1250719200.0,45.0
6,1483743600.0,0.000,0.000,10,175,3500,1,4000,5552,1250719200.0,45.0
7,1483830000.0,0.823,0.235,10,175,3500,1,4000,5552,1250719200.0,45.0
8,1483916400.0,1.499,0.428,10,175,3500,1,4000,5552,1250719200.0,45.0
9,1484002800.0,3.277,0.936,10,175,3500,1,4000,5552,1250719200.0,45.0
10,1484089200.0,0.602,0.172,10,175,3500,1,4000,5552,1250719200.0,45.0
11,1484175600.0,4.231,1.209,10,175,3500,1,4000,5552,1250719200.0,45.0
12,1484262000.0,4.652,1.329,10,175,3500,1,4000,5552,1250719200.0,45.0
13,1484348400.0,3.658,1.045,10,175,3500,1,4000,5552,1250719200.0,45.0
14,1484434800.0,3.565,1.019,10,175,3500,1,4000,5552,1250719200.0,45.0
15,1484521200.0,0.523,0.149,10,175,3500,1,4000,5552,1250719200.0,45.0
16,1484607600.0,9.931,2.837,10,175,3500,1,4000,5552,1250719200.0,45.0
17,1484694000.0,5.316,1.519,10,175,3500,1,4000,5552,1250719200.0,45.0
18,1484780400.0,11.707,3.345,10,175,3500,1,4000,5552,1250719200.0,45.0
19,1484866800.0,11.281,3.223,10,175,3500,1,4000,5552,1250719200.0,45.0
20,1484953200.0,11.952,3.415,10,175,3500,1,4000,5552,1250719200.0,45.0
21,1485039600.0,11.301,3.229,10,175,3500,1,4000,5552,1250719200.0,45.0
22,1485126000.0,0.678,0.194,10,175,3500,1,4000,5552,1250719200.0,45.0
23,1485212400.0,0.663,0.189,10,175,3500,1,4000,5552,1250719200.0,45.0
24,1485298800.0,1.880,0.537,10,175,3500,1,4000,5552,1250719200.0,45.0
25,1485385200.0,11.550,3.300,10,175,3500,1,4000,5552,1250719200.0,45.0
