,Date,Generated,Efficiency,Number_of_panels,Max_power,System_size,Number_of_inverters,Inverter_size,Postcode,Install_date,Tilt
0,1483225200.0,0.400,0.136,14,210,2940,1,2625,6591,1240956000.0,35.0
1,1483311600.0,4.890,1.663,14,210,2940,1,2625,6591,1240956000.0,35.0
2,1483398000.0,1.430,0.486,14,210,2940,1,2625,6591,1240956000.0,35.0
3,1483484400.0,2.830,0.963,14,210,2940,1,2625,6591,1240956000.0,35.0
4,1483570800.0,5.090,1.731,14,210,2940,1,2625,6591,1240956000.0,35.0
5,1483657200.0,5.180,1.762,14,210,2940,1,2625,6591,1240956000.0,35.0
6,1483743600.0,0.200,0.068,14,210,2940,1,2625,6591,1240956000.0,35.0
7,1483830000.0,0.800,0.272,14,210,2940,1,2625,6591,1240956000.0,35.0
8,1483916400.0,1.040,0.354,14,210,2940,1,2625,6591,1240956000.0,35.0
9,1484002800.0,1.520,0.517,14,210,2940,1,2625,6591,1240956000.0,35.0
10,1484089200.0,1.140,0.388,14,210,2940,1,2625,6591,1240956000.0,35.0
11,1484175600.0,2.830,0.963,14,210,2940,1,2625,6591,1240956000.0,35.0
12,1484262000.0,3.670,1.248,14,210,2940,1,2625,6591,1240956000.0,35.0
13,1484348400.0,2.680,0.912,14,210,2940,1,2625,6591,1240956000.0,35.0
14,1484434800.0,2.520,0.857,14,210,2940,1,2625,6591,1240956000.0,35.0
15,1484521200.0,0.550,0.187,14,210,2940,1,2625,6591,1240956000.0,35.0
16,1484607600.0,5.510,1.874,14,210,2940,1,2625,6591,1240956000.0,35.0
17,1484694000.0,4.020,1.367,14,210,2940,1,2625,6591,1240956000.0,35.0
18,1484780400.0,7.500,2.551,14,210,2940,1,2625,6591,1240956000.0,35.0
19,1484866800.0,4.780,1.626,14,210,2940,1,2625,6591,1240956000.0,35.0
20,1484953200.0,7.570,2.575,14,210,2940,1,2625,6591,1240956000.0,35.0
21,1485039600.0,7.510,2.554,14,210,2940,1,2625,6591,1240956000.0,35.0
22,1485126000.0,0.980,0.333,14,210,2940,1,2625,6591,1240956000.0,35.0
23,1485212400.0,0.960,0.327,14,210,2940,1,2625,6591,1240956000.0,35.0
24,1485298800.0,1.970,0.670,14,210,2940,1,2625,6591,1240956000.0,35.0
25,1485385200.0,7.590,2.582,14,210,2940,1,2625,6591,1240956000.0,35.0
26,1485471600.0,4.490,1.527,14,210,2940,1,2625,6591,1240956000.0,35.0
27,1485558000.0,3.710,1.262,14,210,2940,1,2625,6591,1240956000.0,35.0
28,1485644400.0,4.160,1.415,14,210,2940,1,2625,6591,1240956000.0,35.0
29,1485730800.0,0.560,0.190,14,210,2940,1,2625,6591,1240956000.0,35.0
30,1485817200.0,0.950,0.323,14,210,2940,1,2625,6591,1240956000.0,35.0
31,1485903600.0,3.720,1.265,14,210,2940,1,2625,6591,1240956000.0,35.0
32,1485990000.0,5.440,1.850,14,210,2940,1,2625,6591,1240956000.0,35.0
33,1486076400.0,2.390,0.813,14,210,2940,1,2625,6591,1240956000.0,35.0
34,1486162800.0,1.530,0.520,14,210,2940,1,2625,6591,1240956000.0,35.0
35,1486249200.0,6.450,2.194,14,210,2940,1,2625,6591,1240956000.0,35.0
36,1486335600.0,3.520,1.197,14,210,2940,1,2625,6591,1240956000.0,35.0
37,1486422000.0,0.910,0.310,14,210,2940,1,2625,6591,1240956000.0,35.0
38,1486508400.0,1.190,0.405,14,210,2940,1,2625,6591,1240956000.0,35.0
39,1486594800.0,1.410,0.480,14,210,2940,1,2625,6591,1240956000.0,35.0
40,1486681200.0,0.950,0.323,14,210,2940,1,2625,6591,1240956000.0,35.0
41,1486767600.0,0.570,0.194,14,210,2940,1,2625,6591,1240956000.0,35.0
42,1486854000.0,2.820,0.959,14,210,2940,1,2625,6591,1240956000.0,35.0
43,1486940400.0,9.940,3.381,14,210,2940,1,2625,6591,1240956000.0,35.0
44,1487026800.0,10.270,3.493,14,210,2940,1,2625,6591,1240956000.0,35.0
45,1487113200.0,8.970,3.051,14,210,2940,1,2625,6591,1240956000.0,35.0
46,1487199600.0,5.330,1.813,14,210,2940,1,2625,6591,1240956000.0,35.0
47,1487286000.0,1.430,0.486,14,210,2940,1,2625,6591,1240956000.0,35.0
48,1487372400.0,4.800,1.633,14,210,2940,1,2625,6591,1240956000.0,35.0
49,1487458800.0,1.010,0.344,14,210,2940,1,2625,6591,1240956000.0,35.0
50,1487545200.0,0.820,0.279,14,210,2940,1,2625,6591,1240956000.0,35.0
51,1487631600.0,7.280,2.476,14,210,2940,1,2625,6591,1240956000.0,35.0
52,1487718000.0,0.500,0.170,14,210,2940,1,2625,6591,1240956000.0,35.0
53,1487804400.0,1.850,0.629,14,210,2940,1,2625,6591,1240956000.0,35.0
54,1487890800.0,10.620,3.612,14,210,2940,1,2625,6591,1240956000.0,35.0
55,1487977200.0,3.110,1.058,14,210,2940,1,2625,6591,1240956000.0,35.0
56,1488063600.0,1.610,0.548,14,210,2940,1,2625,6591,1240956000.0,35.0
57,1488150000.0,1.790,0.609,14,210,2940,1,2625,6591,1240956000.0,35.0
58,1488236400.0,4.080,1.388,14,210,2940,1,2625,6591,1240956000.0,35.0
59,1488322800.0,4.660,1.585,14,210,2940,1,2625,6591,1240956000.0,35.0
60,1488409200.0,2.150,0.731,14,210,2940,1,2625,6591,1240956000.0,35.0
61,1488495600.0,3.790,1.289,14,210,2940,1,2625,6591,1240956000.0,35.0
62,1488582000.0,3.860,1.313,14,210,2940,1,2625,6591,1240956000.0,35.0
63,1488668400.0,5.410,1.840,14,210,2940,1,2625,6591,1240956000.0,35.0
64,1488754800.0,3.210,1.092,14,210,2940,1,2625,6591,1240956000.0,35.0
65,1488841200.0,3.280,1.116,14,210,2940,1,2625,6591,1240956000.0,35.0
66,1488927600.0,0.860,0.293,14,210,2940,1,2625,6591,1240956000.0,35.0
67,1489014000.0,3.810,1.296,14,210,2940,1,2625,6591,1240956000.0,35.0
68,1489100400.0,9.600,3.265,14,210,2940,1,2625,6591,1240956000.0,35.0
69,1489186800.0,7.110,2.418,14,210,2940,1,2625,6591,1240956000.0,35.0
70,1489273200.0,12.880,4.381,14,210,2940,1,2625,6591,1240956000.0,35.0
71,1489359600.0,8.500,2.891,14,210,2940,1,2625,6591,1240956000.0,35.0
72,1489446000.0,11.050,3.759,14,210,2940,1,2625,6591,1240956000.0,35.0
73,1489532400.0,12.640,4.299,14,210,2940,1,2625,6591,1240956000.0,35.0
74,1489618800.0,13.430,4.568,14,210,2940,1,2625,6591,1240956000.0,35.0
75,1489705200.0,6.720,2.286,14,210,2940,1,2625,6591,1240956000.0,35.0
76,1489791600.0,1.720,0.585,14,210,2940,1,2625,6591,1240956000.0,35.0
77,1489878000.0,1.990,0.677,14,210,2940,1,2625,6591,1240956000.0,35.0
78,1489964400.0,1.840,0.626,14,210,2940,1,2625,6591,1240956000.0,35.0
79,1490050800.0,10.550,3.588,14,210,2940,1,2625,6591,1240956000.0,35.0
80,1490137200.0,12.950,4.405,14,210,2940,1,2625,6591,1240956000.0,35.0
81,1490223600.0,14.200,4.830,14,210,2940,1,2625,6591,1240956000.0,35.0
82,1490310000.0,14.560,4.952,14,210,2940,1,2625,6591,1240956000.0,35.0
83,1490396400.0,15.580,5.299,14,210,2940,1,2625,6591,1240956000.0,35.0
84,1490482800.0,14.380,4.891,14,210,2940,1,2625,6591,1240956000.0,35.0
85,1490565600.0,16.210,5.514,14,210,2940,1,2625,6591,1240956000.0,35.0
86,1490652000.0,14.280,4.857,14,210,2940,1,2625,6591,1240956000.0,35.0
87,1490738400.0,3.680,1.252,14,210,2940,1,2625,6591,1240956000.0,35.0
